year,state_abb,local police department,sheriffs office,total_population,other_pop,percent_sheriff_pop,percent_police_pop
1975,AR,1034343.0,1085393.0,2119736.0,0.0,51.2,48.8
1995,NC,3525954.0,3692535.0,7218489.0,0.0,51.2,48.8
1995,LA,2125932.0,2234737.0,4360669.0,0.0,51.2,48.8
1978,NC,2724105.0,2857011.0,5581116.0,0.0,51.2,48.8
1966,KY,1540180.0,1607015.0,3147195.0,0.0,51.1,48.9
1996,NC,3592745.0,3754830.0,7347575.0,0.0,51.1,48.9
1997,NC,3640941.0,3808963.0,7449904.0,0.0,51.1,48.9
1990,WA,2387459.0,2489923.0,4877382.0,0.0,51.1,48.9
1980,WA,2016316.0,2110405.0,4126721.0,0.0,51.1,48.9
1997,LA,2135292.0,2235413.0,4370705.0,0.0,51.1,48.9
1967,MT,345207.0,359121.0,704328.0,0.0,51.0,49.0
1988,ND,328724.0,342038.0,670762.0,0.0,51.0,49.0
1978,SD,342492.0,355969.0,698461.0,0.0,51.0,49.0
1991,WA,2465426.0,2562600.0,5028026.0,0.0,51.0,49.0
1981,WA,2070047.0,2155665.0,4225712.0,0.0,51.0,49.0
1965,KY,1522514.0,1580525.0,3103039.0,0.0,50.9,49.1
1982,WA,2091805.0,2167014.0,4258819.0,0.0,50.9,49.1
1973,LA,1975182.0,2036967.0,4012149.0,0.0,50.8,49.2
1970,LA,1910113.0,1972126.0,3882239.0,0.0,50.8,49.2
1967,KY,1569851.0,1618363.0,3188214.0,0.0,50.8,49.2
1972,LA,1951923.0,2015386.0,3967309.0,0.0,50.8,49.2
1976,VT,229186.0,236363.0,465549.0,0.0,50.8,49.2
1971,LA,1931664.0,1995800.0,3927464.0,0.0,50.8,49.2
1983,WA,2125456.0,2182736.0,4308192.0,0.0,50.7,49.3
1988,LA,2196805.0,2249437.0,4446242.0,0.0,50.6,49.4
1966,ID,353605.0,362667.0,716272.0,0.0,50.6,49.4
1971,VT,221169.0,226970.0,448139.0,0.0,50.6,49.4
1989,LA,2177908.0,2230491.0,4408399.0,0.0,50.6,49.4
1989,ND,329862.0,337817.0,667679.0,0.0,50.6,49.4
1987,LA,2222755.0,2264647.0,4487402.0,0.0,50.5,49.5
1965,OR,946812.0,960238.0,1907050.0,0.0,50.4,49.6
1974,LA,1983927.0,2013769.0,3997696.0,0.0,50.4,49.6
1964,OR,925975.0,942139.0,1868114.0,0.0,50.4,49.6
1986,LA,2246242.0,2281322.0,4527564.0,0.0,50.4,49.6
1983,LA,2216886.0,2239411.0,4456297.0,0.0,50.3,49.7
1982,LA,2178898.0,2201089.0,4379987.0,0.0,50.3,49.7
2021,FL,10800926.0,10975766.0,21799560.0,22868.0,50.3,49.5
1981,LA,2150404.0,2172349.0,4322753.0,0.0,50.3,49.7
1980,LA,2097747.0,2116283.0,4214030.0,0.0,50.2,49.8
1985,LA,2241188.0,2258362.0,4499550.0,0.0,50.2,49.8
1975,LA,1988698.0,1995187.0,3983885.0,0.0,50.1,49.9
1972,VT,226408.0,225967.0,452375.0,0.0,50.0,50.0
1973,VT,227246.0,227184.0,454430.0,0.0,50.0,50.0
1993,IN,2869369.0,2857366.0,5726735.0,0.0,49.9,50.1
1994,IN,2890843.0,2874984.0,5765827.0,0.0,49.9,50.1
1984,LA,2244690.0,2235507.0,4480197.0,0.0,49.9,50.1
2001,NC,4129951.0,4091197.0,8221148.0,0.0,49.8,50.2
2002,NC,4189355.0,4157895.0,8347250.0,0.0,49.8,50.2
2000,NC,4060993.0,4022719.0,8083712.0,0.0,49.8,50.2
1996,IN,2948019.0,2907478.0,5855497.0,0.0,49.7,50.3
1970,OR,1055737.0,1041472.0,2097209.0,0.0,49.7,50.3
1990,SD,354716.0,350172.0,704888.0,0.0,49.7,50.3
1995,IN,2928802.0,2888602.0,5817404.0,0.0,49.7,50.3
1977,AR,1081658.0,1063119.0,2144777.0,0.0,49.6,50.4
1993,WA,2652392.0,2613381.0,5265773.0,0.0,49.6,50.4
1969,KY,1630895.0,1600319.0,3231214.0,0.0,49.5,50.5
1976,AR,1066490.0,1046246.0,2112736.0,0.0,49.5,50.5
1967,OR,1010238.0,992102.0,2002340.0,0.0,49.5,50.5
1967,ID,355089.0,348093.0,703182.0,0.0,49.5,50.5
1966,OR,989379.0,967675.0,1957054.0,0.0,49.4,50.6
1978,AR,1106529.0,1079471.0,2186000.0,0.0,49.4,50.6
1971,OR,1096054.0,1067771.0,2163825.0,0.0,49.3,50.7
1977,VT,239346.0,232997.0,472343.0,0.0,49.3,50.7
2003,NC,4274161.0,4159140.0,8433301.0,0.0,49.3,50.7
1983,AR,1197831.0,1158236.0,2356067.0,0.0,49.2,50.8
1969,MT,355870.0,344765.0,700635.0,0.0,49.2,50.8
2004,NC,4352830.0,4215379.0,8568209.0,0.0,49.2,50.8
1992,WA,2616137.0,2530120.0,5146257.0,0.0,49.2,50.8
1981,AR,1172951.0,1135534.0,2308485.0,0.0,49.2,50.8
1970,ID,364202.0,353022.0,717224.0,0.0,49.2,50.8
1988,WV,705106.0,951163.0,1931914.0,275645.0,49.2,36.5
1987,WV,712732.0,958263.0,1945724.0,274729.0,49.2,36.6
1970,AL,1802188.0,1738678.0,3540866.0,0.0,49.1,50.9
1961,AL,1690871.0,1631377.0,3322248.0,0.0,49.1,50.9
1982,AR,1174754.0,1133478.0,2308232.0,0.0,49.1,50.9
2005,NC,4437307.0,4273317.0,8710624.0,0.0,49.1,50.9
1995,WA,2776739.0,2664561.0,5441876.0,576.0,49.0,51.0
1997,IN,2997189.0,2881363.0,5878552.0,0.0,49.0,51.0
1978,WA,1933888.0,1857825.0,3791713.0,0.0,49.0,51.0
1980,AR,1165504.0,1117363.0,2282867.0,0.0,48.9,51.1
1986,AR,1236266.0,1181389.0,2417655.0,0.0,48.9,51.1
1972,AL,1845128.0,1765158.0,3610286.0,0.0,48.9,51.1
1998,WV,647017.0,901639.0,1848996.0,300340.0,48.8,35.0
1994,WA,2740536.0,2612847.0,5353950.0,567.0,48.8,51.2
2006,NC,4552009.0,4337489.0,8889498.0,0.0,48.8,51.2
1989,WV,692361.0,927830.0,1905559.0,285368.0,48.7,36.3
1979,AR,1118085.0,1060787.0,2178872.0,0.0,48.7,51.3
1992,SD,369330.0,350740.0,720070.0,0.0,48.7,51.3
1985,AR,1232521.0,1169167.0,2401688.0,0.0,48.7,51.3
1971,AL,1835595.0,1742619.0,3578214.0,0.0,48.7,51.3
1991,SD,365197.0,346774.0,711971.0,0.0,48.7,51.3
1963,TN,1923299.0,1818937.0,3742236.0,0.0,48.6,51.4
1972,OR,1123852.0,1064138.0,2187990.0,0.0,48.6,51.4
1966,LA,1973227.0,1864011.0,3837238.0,0.0,48.6,51.4
2007,NC,4684054.0,4411147.0,9095201.0,0.0,48.5,51.5
1977,WA,1897889.0,1777797.0,3675686.0,0.0,48.4,51.6
1984,AR,1228528.0,1151305.0,2379833.0,0.0,48.4,51.6
1969,LA,2065086.0,1927120.0,3992206.0,0.0,48.3,51.7
1971,ID,380971.0,355322.0,736293.0,0.0,48.3,51.7
1987,AR,1259584.0,1175108.0,2434692.0,0.0,48.3,51.7
1966,AL,1865282.0,1740350.0,3605632.0,0.0,48.3,51.7
1995,WV,660655.0,902722.0,1868043.0,304666.0,48.3,35.4
1996,WV,659930.0,901716.0,1865962.0,304316.0,48.3,35.4
1997,WV,656211.0,896866.0,1855705.0,302628.0,48.3,35.4
1988,AR,1281806.0,1194457.0,2476263.0,0.0,48.2,51.8
1961,LA,1760816.0,1633841.0,3394657.0,0.0,48.1,51.9
1994,SD,378758.0,351285.0,730043.0,0.0,48.1,51.9
1994,WV,663017.0,894988.0,1862590.0,304585.0,48.1,35.6
1967,LA,2032806.0,1881946.0,3914752.0,0.0,48.1,51.9
1993,SD,375576.0,348393.0,723969.0,0.0,48.1,51.9
1962,AL,1773199.0,1642407.0,3415606.0,0.0,48.1,51.9
1979,WA,2048497.0,1895716.0,3944213.0,0.0,48.1,51.9
1969,OR,1056604.0,979520.0,2036124.0,0.0,48.1,51.9
1961,IA,1439525.0,1326511.0,2766036.0,0.0,48.0,52.0
1991,IN,2926869.0,2696488.0,5623357.0,0.0,48.0,52.0
1988,IN,2904997.0,2684359.0,5589356.0,0.0,48.0,52.0
1993,WV,662384.0,893928.0,1860580.0,304268.0,48.0,35.6
1964,LA,1914746.0,1768438.0,3683184.0,0.0,48.0,52.0
1965,LA,1971541.0,1821281.0,3792822.0,0.0,48.0,52.0
1990,IN,2892486.0,2664875.0,5557361.0,0.0,48.0,52.0
1961,NE,735712.0,678799.0,1414511.0,0.0,48.0,52.0
1989,IN,2915714.0,2691951.0,5607665.0,0.0,48.0,52.0
1996,WA,2883697.0,2658934.0,5543217.0,586.0,48.0,52.0
1986,IN,2876206.0,2641420.0,5517626.0,0.0,47.9,52.1
1987,IN,2889538.0,2655633.0,5545171.0,0.0,47.9,52.1
1989,AR,1285052.0,1180634.0,2465686.0,0.0,47.9,52.1
1997,WA,2927359.0,2692402.0,5620355.0,594.0,47.9,52.1
1992,IN,2958276.0,2717203.0,5675479.0,0.0,47.9,52.1
1995,SD,386204.0,354398.0,740602.0,0.0,47.9,52.1
1992,WV,664828.0,884542.0,1852949.0,303579.0,47.7,35.9
1976,WA,1898154.0,1731532.0,3629686.0,0.0,47.7,52.3
1973,OR,1167693.0,1063552.0,2231245.0,0.0,47.7,52.3
1991,WV,660887.0,879094.0,1841734.0,301753.0,47.7,35.9
1985,IN,2880481.0,2632029.0,5512510.0,0.0,47.7,52.3
1975,WA,1862505.0,1699181.0,3561686.0,0.0,47.7,52.3
1963,LA,1891229.0,1724157.0,3615386.0,0.0,47.7,52.3
1990,WV,658116.0,875445.0,1834076.0,300515.0,47.7,35.9
1972,WA,1816793.0,1651039.0,3467832.0,0.0,47.6,52.4
1984,IN,2888519.0,2622991.0,5511510.0,0.0,47.6,52.4
1971,WA,1817918.0,1652375.0,3470293.0,0.0,47.6,52.4
1974,WA,1831983.0,1662402.0,3494385.0,0.0,47.6,52.4
1962,LA,1827543.0,1653046.0,3480589.0,0.0,47.5,52.5
1965,TN,2045227.0,1850088.0,3895315.0,0.0,47.5,52.5
1981,IN,2878261.0,2601100.0,5479361.0,0.0,47.5,52.5
1983,IN,2885556.0,2606837.0,5492393.0,0.0,47.5,52.5
1996,SD,390474.0,353173.0,743647.0,0.0,47.5,52.5
1970,WA,1799225.0,1630317.0,3429542.0,0.0,47.5,52.5
1961,ME,510260.0,461659.0,971919.0,0.0,47.5,52.5
1972,ID,403336.0,365552.0,768888.0,0.0,47.5,52.5
1982,IN,2881294.0,2603080.0,5484374.0,0.0,47.5,52.5
1973,AL,1912198.0,1722539.0,3634737.0,0.0,47.4,52.6
2008,NC,4871296.0,4385777.0,9257073.0,0.0,47.4,52.6
1986,ID,545620.0,490901.0,1036521.0,0.0,47.4,52.6
1998,SD,395738.0,355332.0,751070.0,0.0,47.3,52.7
1962,IA,1469407.0,1316355.0,2785762.0,0.0,47.3,52.7
1991,AR,1282742.0,1149628.0,2432370.0,0.0,47.3,52.7
1992,AR,1297271.0,1162770.0,2460041.0,0.0,47.3,52.7
1981,ID,517878.0,462943.0,980821.0,0.0,47.2,52.8
1990,AR,1271217.0,1136160.0,2407377.0,0.0,47.2,52.8
2009,NC,4976912.0,4444943.0,9421855.0,0.0,47.2,52.8
1978,LA,2102695.0,1875496.0,3978191.0,0.0,47.1,52.9
1969,TN,2121542.0,1890182.0,4011724.0,0.0,47.1,52.9
1982,ID,522155.0,465599.0,987754.0,0.0,47.1,52.9
1985,ID,544467.0,484520.0,1028987.0,0.0,47.1,52.9
1974,OR,1200657.0,1068678.0,2269335.0,0.0,47.1,52.9
1984,ID,542388.0,482500.0,1024888.0,0.0,47.1,52.9
1967,TN,2086776.0,1851937.0,3938713.0,0.0,47.0,53.0
1997,SD,396190.0,351964.0,748154.0,0.0,47.0,53.0
1980,ID,509108.0,451201.0,960309.0,0.0,47.0,53.0
1987,ID,544603.0,483651.0,1028254.0,0.0,47.0,53.0
1964,TN,2037449.0,1810034.0,3847483.0,0.0,47.0,53.0
1973,WA,1829265.0,1618173.0,3447438.0,0.0,46.9,53.1
1988,ID,547673.0,484290.0,1031963.0,0.0,46.9,53.1
2000,AR,1453675.0,1279480.0,2733155.0,0.0,46.8,53.2
1962,NE,791529.0,695789.0,1487318.0,0.0,46.8,53.2
1963,IA,1484097.0,1308110.0,2792207.0,0.0,46.8,53.2
1964,WA,1593531.0,1403808.0,2997339.0,0.0,46.8,53.2
1963,AL,1825188.0,1603584.0,3428772.0,0.0,46.8,53.2
2001,AR,1463836.0,1288428.0,2752264.0,0.0,46.8,53.2
1966,TN,2096822.0,1835107.0,3931929.0,0.0,46.7,53.3
1993,AR,1323413.0,1159578.0,2482991.0,0.0,46.7,53.3
1989,ID,559432.0,488765.0,1048197.0,0.0,46.6,53.4
1994,AR,1339268.0,1170741.0,2510009.0,0.0,46.6,53.4
2010,NC,5112682.0,4468139.0,9580821.0,0.0,46.6,53.4
2011,NC,5178226.0,4520981.0,9699207.0,0.0,46.6,53.4
1983,ID,539648.0,471591.0,1011239.0,0.0,46.6,53.4
1973,ID,420556.0,366953.0,787509.0,0.0,46.6,53.4
2002,AR,1478973.0,1286614.0,2765587.0,0.0,46.5,53.5
1998,AR,1390908.0,1209015.0,2599923.0,0.0,46.5,53.5
1999,AR,1399243.0,1209731.0,2608974.0,0.0,46.4,53.6
1964,AL,1868728.0,1620878.0,3489606.0,0.0,46.4,53.6
2012,NC,5250669.0,4544067.0,9794736.0,0.0,46.4,53.6
2020,FL,11702260.0,10146633.0,21872122.0,23229.0,46.4,53.5
1970,KY,1723599.0,1494926.0,3218525.0,0.0,46.4,53.6
1981,KY,1960109.0,1701862.0,3673284.0,11313.0,46.3,53.4
1980,KY,1948811.0,1692960.0,3653024.0,11253.0,46.3,53.3
1976,LA,2072610.0,1780738.0,3853348.0,0.0,46.2,53.8
1974,AL,1961093.0,1682812.0,3643905.0,0.0,46.2,53.8
1982,KY,1967618.0,1699676.0,3678626.0,11332.0,46.2,53.5
1999,SD,399578.0,343698.0,743276.0,0.0,46.2,53.8
1998,WA,3070099.0,2628446.0,5699159.0,614.0,46.1,53.9
1996,AR,1385904.0,1183859.0,2569763.0,0.0,46.1,53.9
1990,ID,561146.0,479080.0,1040226.0,0.0,46.1,53.9
2013,NC,5330489.0,4558136.0,9888625.0,0.0,46.1,53.9
1983,KY,1995339.0,1718957.0,3725773.0,11477.0,46.1,53.6
1997,AR,1393105.0,1191592.0,2584697.0,0.0,46.1,53.9
1969,ID,389787.0,332731.0,722518.0,0.0,46.1,53.9
1995,AR,1371529.0,1168775.0,2540304.0,0.0,46.0,54.0
2007,KY,2304454.0,1965069.0,4269523.0,0.0,46.0,54.0
2018,FL,11560060.0,9858276.0,21441679.0,23343.0,46.0,53.9
1980,OR,1412219.0,1203945.0,2616164.0,0.0,46.0,54.0
2017,FL,11402490.0,9699049.0,21124801.0,23262.0,45.9,54.0
1965,WA,1684639.0,1427267.0,3111906.0,0.0,45.9,54.1
2019,FL,11671770.0,9922909.0,21617986.0,23307.0,45.9,54.0
1982,OR,1439055.0,1216849.0,2655904.0,0.0,45.8,54.2
2006,KY,2293629.0,1938792.0,4232421.0,0.0,45.8,54.2
2014,FL,10825256.0,9159556.0,20007473.0,22661.0,45.8,54.1
1964,IA,1500226.0,1267879.0,2768105.0,0.0,45.8,54.2
1963,WA,1659348.0,1404643.0,3063991.0,0.0,45.8,54.2
1970,TN,2147604.0,1815512.0,3963116.0,0.0,45.8,54.2
1981,OR,1436967.0,1215800.0,2652767.0,0.0,45.8,54.2
2005,KY,2276609.0,1922331.0,4198940.0,0.0,45.8,54.2
2016,FL,11238088.0,9489351.0,20750677.0,23238.0,45.7,54.2
1963,KS,998172.0,840180.0,1838352.0,0.0,45.7,54.3
2014,NC,5416911.0,4560886.0,9977797.0,0.0,45.7,54.3
2011,FL,10398252.0,8753612.0,19173658.0,21794.0,45.7,54.2
1967,AL,1971018.0,1658506.0,3629524.0,0.0,45.7,54.3
1963,NE,794732.0,668642.0,1463374.0,0.0,45.7,54.3
1983,OR,1448041.0,1220893.0,2668934.0,0.0,45.7,54.3
2008,KY,2336682.0,1964396.0,4301078.0,0.0,45.7,54.3
1991,ID,581678.0,489784.0,1071462.0,0.0,45.7,54.3
2015,FL,11044348.0,9320966.0,20388277.0,22963.0,45.7,54.2
1965,AL,1948542.0,1630754.0,3579296.0,0.0,45.6,54.4
2013,FL,10671364.0,8978867.0,19672665.0,22434.0,45.6,54.2
1971,KY,1747643.0,1466757.0,3214400.0,0.0,45.6,54.4
1985,KY,2024248.0,1704500.0,3740524.0,11776.0,45.6,54.1
2010,FL,10258442.0,8630382.0,18910325.0,21501.0,45.6,54.2
1992,ID,598626.0,501701.0,1100327.0,0.0,45.6,54.4
2012,FL,10550121.0,8861988.0,19434305.0,22196.0,45.6,54.3
1968,ND,263932.0,220886.0,484818.0,0.0,45.6,54.4
1999,WA,3145069.0,2627122.0,5772925.0,734.0,45.5,54.5
1975,AL,1997667.0,1670251.0,3667918.0,0.0,45.5,54.5
1977,LA,2144450.0,1788898.0,3933348.0,0.0,45.5,54.5
1961,WA,1560591.0,1304219.0,2864810.0,0.0,45.5,54.5
1986,KY,2032398.0,1696390.0,3740656.0,11868.0,45.4,54.3
1979,KY,1921519.0,1605371.0,3537205.0,10315.0,45.4,54.3
2004,KY,2266156.0,1893173.0,4174200.0,14871.0,45.4,54.3
1985,OR,1476310.0,1229158.0,2705468.0,0.0,45.4,54.6
2009,KY,2376770.0,1974211.0,4350981.0,0.0,45.4,54.6
1965,IA,1521893.0,1265502.0,2787395.0,0.0,45.4,54.6
2000,SD,416919.0,346453.0,763372.0,0.0,45.4,54.6
1971,TN,2198465.0,1827648.0,4026113.0,0.0,45.4,54.6
2015,NC,5501619.0,4572413.0,10074032.0,0.0,45.4,54.6
2008,FL,10034536.0,8371827.0,18427925.0,21562.0,45.4,54.5
2003,AR,1514735.0,1258924.0,2773659.0,0.0,45.4,54.6
2001,SD,420052.0,347655.0,767707.0,0.0,45.3,54.7
1972,IN,2904427.0,2401558.0,5305985.0,0.0,45.3,54.7
1986,OR,1486688.0,1229913.0,2716601.0,0.0,45.3,54.7
1969,WA,1875232.0,1550275.0,3425507.0,0.0,45.3,54.7
1973,TN,2278276.0,1888268.0,4166544.0,0.0,45.3,54.7
1968,OR,993362.0,822834.0,1816196.0,0.0,45.3,54.7
2016,NC,5577182.0,4603389.0,10180571.0,0.0,45.2,54.8
1974,ID,444507.0,367164.0,811671.0,0.0,45.2,54.8
1984,KY,2046031.0,1696974.0,3754759.0,11754.0,45.2,54.5
2003,KY,2255546.0,1874992.0,4145297.0,14759.0,45.2,54.4
2006,FL,9956472.0,8222544.0,18186529.0,7513.0,45.2,54.7
2005,FL,9802043.0,8074279.0,17883830.0,7508.0,45.1,54.8
1984,OR,1471046.0,1209585.0,2680631.0,0.0,45.1,54.9
1962,WA,1656167.0,1361246.0,3017413.0,0.0,45.1,54.9
1966,WA,1720538.0,1413185.0,3133723.0,0.0,45.1,54.9
1975,OR,1259712.0,1033455.0,2293167.0,0.0,45.1,54.9
2017,NC,5653879.0,4652817.0,10306696.0,0.0,45.1,54.9
1979,LA,2219165.0,1820571.0,4039736.0,0.0,45.1,54.9
2009,FL,10240364.0,8384706.0,18646709.0,21639.0,45.0,54.9
1976,OR,1285410.0,1049787.0,2335197.0,0.0,45.0,55.0
1972,KY,1783065.0,1457998.0,3241063.0,0.0,45.0,55.0
1990,ND,355536.0,291020.0,646556.0,0.0,45.0,55.0
2007,FL,10073789.0,8245059.0,18341214.0,22366.0,45.0,54.9
1987,KY,2049194.0,1684796.0,3745872.0,11882.0,45.0,54.7
2002,KY,2248568.0,1853201.0,4118154.0,16385.0,45.0,54.6
2018,NC,5724313.0,4692565.0,10416878.0,0.0,45.0,55.0
1973,IN,2928218.0,2400383.0,5328601.0,0.0,45.0,55.0
1964,NE,816158.0,667034.0,1483192.0,0.0,45.0,55.0
1998,TN,2995046.0,2443336.0,5438382.0,0.0,44.9,55.1
2019,NC,5802323.0,4718954.0,10521277.0,0.0,44.9,55.1
2010,KY,2411048.0,1965388.0,4376436.0,0.0,44.9,55.1
2011,KY,2427708.0,1979465.0,4407173.0,0.0,44.9,55.1
1965,NE,822738.0,669901.0,1492639.0,0.0,44.9,55.1
2012,KY,2432386.0,1980873.0,4413259.0,0.0,44.9,55.1
2004,FL,9627131.0,7854927.0,17489500.0,7442.0,44.9,55.0
1966,IA,1535948.0,1245759.0,2781707.0,0.0,44.8,55.2
2020,NC,5872935.0,4762397.0,10635332.0,0.0,44.8,55.2
1988,KY,2054718.0,1673680.0,3740136.0,11738.0,44.7,54.9
1998,FL,8274721.0,6691754.0,14966475.0,0.0,44.7,55.3
2003,FL,9448440.0,7646620.0,17102484.0,7424.0,44.7,55.2
2002,SD,426705.0,345530.0,772235.0,0.0,44.7,55.3
1974,IN,2952542.0,2390164.0,5342706.0,0.0,44.7,55.3
2022,NC,5900969.0,4777392.0,10679008.0,647.0,44.7,55.3
1972,TN,2254542.0,1816564.0,4071106.0,0.0,44.6,55.4
1970,IA,1573286.0,1264406.0,2837692.0,0.0,44.6,55.4
1996,FL,8163600.0,6583042.0,14746642.0,0.0,44.6,55.4
1997,FL,8317955.0,6689503.0,15007458.0,0.0,44.6,55.4
2002,FL,9305078.0,7477805.0,16790087.0,7204.0,44.5,55.4
1999,TN,3046583.0,2444566.0,5491149.0,0.0,44.5,55.5
1998,ID,701886.0,562309.0,1264195.0,0.0,44.5,55.5
2001,FL,9128787.0,7329648.0,16465493.0,7058.0,44.5,55.4
1991,ND,359063.0,287764.0,646827.0,0.0,44.5,55.5
2013,KY,2460680.0,1969915.0,4430595.0,0.0,44.5,55.5
2000,FL,8898226.0,7144329.0,16042555.0,0.0,44.5,55.5
1993,TN,2845229.0,2268108.0,5113337.0,0.0,44.4,55.6
1994,TN,2887695.0,2301854.0,5189549.0,0.0,44.4,55.6
1992,TN,2805806.0,2232841.0,5038647.0,0.0,44.3,55.7
1991,TN,2764945.0,2202496.0,4967441.0,0.0,44.3,55.7
2021,NC,5870312.0,4668843.0,10539899.0,744.0,44.3,55.7
1999,ID,718475.0,570607.0,1289082.0,0.0,44.3,55.7
1990,TN,2722570.0,2168837.0,4891407.0,0.0,44.3,55.7
1968,MT,303290.0,240959.0,544249.0,0.0,44.3,55.7
1975,ID,465864.0,371244.0,837108.0,0.0,44.3,55.7
1975,IN,2970887.0,2352923.0,5323810.0,0.0,44.2,55.8
1989,KY,2078512.0,1656026.0,3746539.0,12001.0,44.2,55.5
1975,KY,1896894.0,1504198.0,3401092.0,0.0,44.2,55.8
1999,FL,8474053.0,6704236.0,15178289.0,0.0,44.2,55.8
1979,IN,3020499.0,2393000.0,5413499.0,0.0,44.2,55.8
2000,KY,2234155.0,1797754.0,4069288.0,37379.0,44.2,54.9
2001,KY,2255457.0,1808341.0,4101396.0,37598.0,44.1,55.0
2014,KY,2488590.0,1962253.0,4450843.0,0.0,44.1,55.9
1966,NE,841050.0,660965.0,1502015.0,0.0,44.0,56.0
1976,IN,2975324.0,2339486.0,5314810.0,0.0,44.0,56.0
1974,KY,1883851.0,1478321.0,3362172.0,0.0,44.0,56.0
1999,IN,3336906.0,2620504.0,5957410.0,0.0,44.0,56.0
1993,ID,632360.0,497311.0,1129671.0,0.0,44.0,56.0
1994,ID,651936.0,512676.0,1164612.0,0.0,44.0,56.0
1988,OR,1545651.0,1214581.0,2760232.0,0.0,44.0,56.0
1973,IA,1637640.0,1279319.0,2916959.0,0.0,43.9,56.1
1987,OR,1539243.0,1203863.0,2743106.0,0.0,43.9,56.1
2015,KY,2502198.0,1961211.0,4463409.0,0.0,43.9,56.1
1992,ND,363301.0,284541.0,647842.0,0.0,43.9,56.1
1990,KY,2068771.0,1623974.0,3704741.0,11996.0,43.8,55.8
1971,IA,1609438.0,1252035.0,2861473.0,0.0,43.8,56.2
1995,TN,2961956.0,2308325.0,5270281.0,0.0,43.8,56.2
1991,KY,2084367.0,1634661.0,3731114.0,12086.0,43.8,55.9
1972,IA,1629136.0,1263272.0,2892408.0,0.0,43.7,56.3
1996,TN,3004712.0,2330702.0,5335414.0,0.0,43.7,56.3
1973,KY,1887265.0,1459817.0,3347082.0,0.0,43.6,56.4
1985,TN,2694457.0,2080373.0,4774830.0,0.0,43.6,56.4
1967,IA,1561535.0,1204722.0,2766257.0,0.0,43.6,56.4
2004,AR,1569515.0,1212118.0,2781633.0,0.0,43.6,56.4
1998,IN,3333753.0,2579674.0,5913427.0,0.0,43.6,56.4
2021,KY,2565647.0,1976072.0,4541719.0,0.0,43.5,56.5
1996,ID,691984.0,531745.0,1223729.0,0.0,43.5,56.5
1989,TN,2802152.0,2153540.0,4955692.0,0.0,43.5,56.5
1978,ID,507501.0,390663.0,898164.0,0.0,43.5,56.5
2004,TN,3342253.0,2571107.0,5913360.0,0.0,43.5,56.5
1987,TN,2744868.0,2119064.0,4870493.0,6561.0,43.5,56.4
1995,FL,8027297.0,6187671.0,14214968.0,0.0,43.5,56.5
1992,KY,2118859.0,1642232.0,3773313.0,12222.0,43.5,56.2
2016,KY,2535575.0,1942783.0,4478358.0,0.0,43.4,56.6
1974,TN,2359676.0,1809844.0,4169520.0,0.0,43.4,56.6
2000,TN,3222616.0,2469332.0,5691948.0,0.0,43.4,56.6
2020,KY,2554436.0,1957012.0,4511448.0,0.0,43.4,56.6
2002,TN,3289450.0,2522585.0,5812035.0,0.0,43.4,56.6
1988,TN,2791003.0,2143632.0,4934635.0,0.0,43.4,56.6
1986,TN,2711436.0,2092546.0,4818369.0,14387.0,43.4,56.3
2003,TN,3314181.0,2542294.0,5856475.0,0.0,43.4,56.6
1978,IN,3050869.0,2335920.0,5386789.0,0.0,43.4,56.6
1997,ID,705115.0,540217.0,1245332.0,0.0,43.4,56.6
1995,ID,676838.0,519209.0,1196047.0,0.0,43.4,56.6
1967,WA,1761309.0,1347604.0,3108913.0,0.0,43.3,56.7
1997,TN,3047311.0,2329740.0,5377051.0,0.0,43.3,56.7
1994,FL,7936928.0,6050181.0,13987109.0,0.0,43.3,56.7
2001,TN,3260678.0,2489517.0,5750195.0,0.0,43.3,56.7
2018,KY,2553816.0,1952802.0,4506618.0,0.0,43.3,56.7
2019,KY,2552219.0,1950207.0,4502426.0,0.0,43.3,56.7
2022,KY,2576763.0,1965927.0,4542690.0,0.0,43.3,56.7
1984,TN,2683809.0,2045899.0,4729708.0,0.0,43.3,56.7
2007,TN,3499876.0,2669936.0,6169812.0,0.0,43.3,56.7
1979,OR,1438967.0,1094311.0,2533278.0,0.0,43.2,56.8
1993,FL,7787061.0,5931406.0,13718467.0,0.0,43.2,56.8
1961,KS,1243461.0,945670.0,2189131.0,0.0,43.2,56.8
2017,KY,2550394.0,1942469.0,4492863.0,0.0,43.2,56.8
1994,ND,369647.0,279788.0,649435.0,0.0,43.1,56.9
1992,FL,7702161.0,5823066.0,13525227.0,0.0,43.1,56.9
2005,AR,1596832.0,1212012.0,2808844.0,0.0,43.1,56.9
1980,IN,3113021.0,2361513.0,5474534.0,0.0,43.1,56.9
1982,TN,2652911.0,2008912.0,4661823.0,0.0,43.1,56.9
1983,TN,2673895.0,2023549.0,4697444.0,0.0,43.1,56.9
1981,TN,2629536.0,1993769.0,4623305.0,0.0,43.1,56.9
1974,IA,1632288.0,1235555.0,2867843.0,0.0,43.1,56.9
1961,IN,2653765.0,2012020.0,4665785.0,0.0,43.1,56.9
1993,ND,367883.0,278502.0,646385.0,0.0,43.1,56.9
1993,KY,2153552.0,1630970.0,3796549.0,12027.0,43.0,56.7
1975,IA,1638142.0,1234239.0,2872381.0,0.0,43.0,57.0
