year,state_abb,local police department,sheriffs office,total_population,other_pop,percent_sheriff_pop,percent_police_pop
1994,KY,2175640.0,1647269.0,3835056.0,12147.0,43.0,56.7
1998,KY,2214545.0,1697363.0,3945918.0,34010.0,43.0,56.1
1977,OR,1360287.0,1024987.0,2385274.0,0.0,43.0,57.0
1991,FL,7583407.0,5730252.0,13313659.0,0.0,43.0,57.0
1978,OR,1395573.0,1054375.0,2449948.0,0.0,43.0,57.0
1962,IN,2689477.0,2028750.0,4718227.0,0.0,43.0,57.0
1990,FL,7391077.0,5582583.0,12973660.0,0.0,43.0,57.0
1968,SC,800742.0,603927.0,1404669.0,0.0,43.0,57.0
1999,KY,2230346.0,1707206.0,3971951.0,34399.0,43.0,56.2
1979,IA,1658322.0,1253381.0,2911703.0,0.0,43.0,57.0
1975,WY,221856.0,166535.0,388391.0,0.0,42.9,57.1
2005,TN,3408180.0,2565822.0,5974002.0,0.0,42.9,57.1
2003,SD,442146.0,332806.0,774952.0,0.0,42.9,57.1
1977,IN,3048584.0,2294205.0,5342789.0,0.0,42.9,57.1
1963,IN,2682110.0,2018069.0,4700179.0,0.0,42.9,57.1
1976,ID,486093.0,365407.0,851500.0,0.0,42.9,57.1
1979,ID,527458.0,396912.0,924370.0,0.0,42.9,57.1
2006,TN,3460294.0,2589656.0,6049950.0,0.0,42.8,57.2
1982,IA,1670317.0,1247347.0,2917664.0,0.0,42.8,57.2
1974,WY,212760.0,159459.0,372219.0,0.0,42.8,57.2
1983,IA,1673023.0,1244641.0,2917664.0,0.0,42.7,57.3
2011,TN,3675142.0,2742811.0,6417953.0,0.0,42.7,57.3
2000,IN,3492506.0,2602834.0,6095340.0,0.0,42.7,57.3
1964,IN,2769658.0,2064601.0,4834259.0,0.0,42.7,57.3
1981,IA,1665736.0,1240118.0,2905854.0,0.0,42.7,57.3
2001,IN,3513202.0,2617166.0,6130368.0,0.0,42.7,57.3
2004,IN,3583376.0,2673370.0,6256746.0,0.0,42.7,57.3
1980,IA,1671931.0,1244759.0,2916690.0,0.0,42.7,57.3
2010,TN,3639931.0,2717921.0,6357852.0,0.0,42.7,57.3
2003,IN,3560924.0,2653827.0,6214751.0,0.0,42.7,57.3
1977,ID,504080.0,373420.0,877500.0,0.0,42.6,57.4
1982,AL,2298646.0,1709162.0,4007808.0,0.0,42.6,57.4
1969,IN,2943270.0,2185146.0,5128416.0,0.0,42.6,57.4
2012,TN,3713073.0,2758952.0,6472025.0,0.0,42.6,57.4
1985,IA,1663979.0,1232491.0,2896470.0,0.0,42.6,57.4
2002,IN,3542133.0,2632670.0,6174803.0,0.0,42.6,57.4
1965,IN,2788536.0,2062721.0,4851257.0,0.0,42.5,57.5
1983,AL,2308810.0,1709874.0,4018684.0,0.0,42.5,57.5
2005,IN,3610772.0,2673410.0,6284182.0,0.0,42.5,57.5
1984,IA,1681212.0,1241371.0,2922583.0,0.0,42.5,57.5
1986,IA,1647512.0,1215744.0,2863256.0,0.0,42.5,57.5
2006,IN,3644392.0,2681338.0,6325730.0,0.0,42.4,57.6
1966,IN,2840209.0,2087043.0,4927252.0,0.0,42.4,57.6
1961,WY,190002.0,139644.0,329646.0,0.0,42.4,57.6
1970,NE,857444.0,630100.0,1487544.0,0.0,42.4,57.6
1987,IA,1640316.0,1205702.0,2846018.0,0.0,42.4,57.6
2006,AR,1644573.0,1208144.0,2852717.0,0.0,42.4,57.6
1967,IN,2885755.0,2123391.0,5009146.0,0.0,42.4,57.6
1980,AL,2240413.0,1640912.0,3881325.0,0.0,42.3,57.7
2013,TN,3758661.0,2750358.0,6509019.0,0.0,42.3,57.7
1985,AL,2359345.0,1726811.0,4086156.0,0.0,42.3,57.7
1980,TN,2557261.0,1926531.0,4556167.0,72375.0,42.3,56.1
2009,TN,3639438.0,2672849.0,6312287.0,0.0,42.3,57.7
1969,IA,1612403.0,1182518.0,2794921.0,0.0,42.3,57.7
2021,TN,4013294.0,2941466.0,6954760.0,0.0,42.3,57.7
1989,IA,1649210.0,1202655.0,2851865.0,0.0,42.2,57.8
1975,TN,2436556.0,1779713.0,4216269.0,0.0,42.2,57.8
1981,AL,2282757.0,1664692.0,3947449.0,0.0,42.2,57.8
1986,AL,2381118.0,1739075.0,4120193.0,0.0,42.2,57.8
2008,TN,3604169.0,2626608.0,6230777.0,0.0,42.2,57.8
1988,IA,1643552.0,1202406.0,2845958.0,0.0,42.2,57.8
1976,IA,1664185.0,1212426.0,2876611.0,0.0,42.1,57.9
1989,FL,7352994.0,5353309.0,12706303.0,0.0,42.1,57.9
1961,GA,2277614.0,1676867.0,3984144.0,29663.0,42.1,57.2
2001,AL,2605564.0,1896495.0,4502059.0,0.0,42.1,57.9
2000,AL,2594827.0,1888948.0,4483775.0,0.0,42.1,57.9
2014,TN,3800156.0,2762507.0,6562663.0,0.0,42.1,57.9
1967,NE,832763.0,605670.0,1438433.0,0.0,42.1,57.9
1989,AL,2429944.0,1764745.0,4194689.0,0.0,42.1,57.9
2022,TN,4061572.0,2957348.0,7018920.0,0.0,42.1,57.9
2007,IN,3681175.0,2676158.0,6357333.0,0.0,42.1,57.9
1961,VA,2230664.0,1616789.0,3847453.0,0.0,42.0,58.0
2002,AL,2618801.0,1898194.0,4516995.0,0.0,42.0,58.0
1995,ND,378592.0,273901.0,652493.0,0.0,42.0,58.0
2021,AL,2902061.0,2097791.0,4999852.0,0.0,42.0,58.0
1984,AL,2346853.0,1701098.0,4047951.0,0.0,42.0,58.0
2003,AL,2628667.0,1902607.0,4531274.0,0.0,42.0,58.0
2020,TN,4016082.0,2891402.0,6907484.0,0.0,41.9,58.1
1988,AL,2440349.0,1758987.0,4199336.0,0.0,41.9,58.1
2017,TN,3915150.0,2818742.0,6733892.0,0.0,41.9,58.1
2019,TN,3983542.0,2867731.0,6851273.0,0.0,41.9,58.1
1997,ND,379035.0,273448.0,652483.0,0.0,41.9,58.1
2015,TN,3845486.0,2771331.0,6616817.0,0.0,41.9,58.1
1989,OR,1649069.0,1190915.0,2839984.0,0.0,41.9,58.1
1962,GA,2382207.0,1737747.0,4151178.0,31224.0,41.9,57.4
1996,ND,380788.0,274755.0,655543.0,0.0,41.9,58.1
2007,SD,477138.0,343557.0,820695.0,0.0,41.9,58.1
1990,AL,2396470.0,1718238.0,4114708.0,0.0,41.8,58.2
2018,TN,3951323.0,2839256.0,6790579.0,0.0,41.8,58.2
1994,AL,2503842.0,1789263.0,4293105.0,0.0,41.7,58.3
1970,WY,198955.0,142119.0,341074.0,0.0,41.7,58.3
2000,ID,776104.0,555419.0,1331523.0,0.0,41.7,58.3
2016,TN,3889815.0,2778824.0,6668639.0,0.0,41.7,58.3
1993,AL,2484860.0,1775731.0,4260591.0,0.0,41.7,58.3
1992,AL,2453105.0,1756304.0,4209409.0,0.0,41.7,58.3
1991,AL,2425390.0,1736228.0,4161618.0,0.0,41.7,58.3
2001,ID,791838.0,567026.0,1358864.0,0.0,41.7,58.3
2002,ID,804398.0,574255.0,1378653.0,0.0,41.7,58.3
1987,AL,2417568.0,1732294.0,4149862.0,0.0,41.7,58.3
1962,KS,1302381.0,927198.0,2229579.0,0.0,41.6,58.4
1995,KY,2227466.0,1611080.0,3870874.0,32328.0,41.6,57.5
1996,KY,2241364.0,1621047.0,3894939.0,32528.0,41.6,57.5
1978,IA,1693721.0,1208890.0,2902611.0,0.0,41.6,58.4
2007,AR,1673511.0,1190997.0,2864508.0,0.0,41.6,58.4
2004,AL,2656274.0,1894406.0,4550680.0,0.0,41.6,58.4
1976,KY,2005223.0,1429241.0,3434464.0,0.0,41.6,58.4
1997,KY,2255266.0,1631010.0,3919004.0,32728.0,41.6,57.5
2008,IN,3738706.0,2649989.0,6388695.0,0.0,41.5,58.5
1988,FL,7258593.0,5153718.0,12412311.0,0.0,41.5,58.5
2003,ID,822808.0,584369.0,1407177.0,0.0,41.5,58.5
2005,AL,2677986.0,1897171.0,4575157.0,0.0,41.5,58.5
1962,WY,213221.0,151272.0,364493.0,0.0,41.5,58.5
1969,NE,851599.0,601087.0,1452686.0,0.0,41.4,58.6
1963,GA,2436446.0,1746943.0,4215302.0,31913.0,41.4,57.8
2009,IN,3777156.0,2657834.0,6434990.0,0.0,41.3,58.7
2004,ID,843950.0,593820.0,1437770.0,0.0,41.3,58.7
1999,ND,379399.0,266712.0,646111.0,0.0,41.3,58.7
1961,NH,356225.0,250696.0,606921.0,0.0,41.3,58.7
1976,WY,235671.0,165403.0,401074.0,0.0,41.2,58.8
1996,AL,2554772.0,1786616.0,4341388.0,0.0,41.2,58.8
1977,TN,2536904.0,1774081.0,4310985.0,0.0,41.2,58.8
2005,SD,466585.0,327194.0,793779.0,0.0,41.2,58.8
1987,FL,7083525.0,4968389.0,12051914.0,0.0,41.2,58.8
1977,IA,1697272.0,1188339.0,2885611.0,0.0,41.2,58.8
1997,AL,2582261.0,1805825.0,4388086.0,0.0,41.2,58.8
2006,SD,472866.0,330535.0,803401.0,0.0,41.1,58.9
2006,AL,2718543.0,1897982.0,4616525.0,0.0,41.1,58.9
1995,AL,2542816.0,1776396.0,4319212.0,0.0,41.1,58.9
1998,ND,382113.0,266904.0,649017.0,0.0,41.1,58.9
1969,GA,2745303.0,1943532.0,4728515.0,39680.0,41.1,58.1
1971,WY,205459.0,143353.0,348812.0,0.0,41.1,58.9
2004,SD,459846.0,321318.0,781164.0,0.0,41.1,58.9
2005,ID,869594.0,604688.0,1474282.0,0.0,41.0,59.0
2011,AL,2847510.0,1967838.0,4815348.0,0.0,40.9,59.1
1972,WY,209068.0,144959.0,354027.0,0.0,40.9,59.1
1973,WY,214023.0,148222.0,362245.0,0.0,40.9,59.1
2010,AL,2834317.0,1958313.0,4792630.0,0.0,40.9,59.1
2002,WA,3600457.0,2492505.0,6093559.0,597.0,40.9,59.1
1999,AL,2613252.0,1802756.0,4416008.0,0.0,40.8,59.2
1969,AL,2152482.0,1486427.0,3638909.0,0.0,40.8,59.2
1979,AL,2231055.0,1539136.0,3770191.0,0.0,40.8,59.2
1970,IN,3079924.0,2123220.0,5203144.0,0.0,40.8,59.2
2001,WA,3552597.0,2451648.0,6004842.0,597.0,40.8,59.2
2000,WA,3496706.0,2413220.0,5910514.0,588.0,40.8,59.2
1998,AL,2605770.0,1792173.0,4397943.0,0.0,40.8,59.2
1967,GA,2685227.0,1872087.0,4594214.0,36900.0,40.7,58.4
2012,AL,2865919.0,1968415.0,4834334.0,0.0,40.7,59.3
1977,KY,2046551.0,1411963.0,3466432.0,7918.0,40.7,59.0
2022,AL,2967160.0,2039436.0,5006596.0,0.0,40.7,59.3
2007,AL,2756063.0,1890256.0,4646319.0,0.0,40.7,59.3
1976,TN,2508781.0,1717431.0,4226212.0,0.0,40.6,59.4
1985,FL,6770281.0,4623617.0,11393898.0,0.0,40.6,59.4
2006,ID,900234.0,614545.0,1514779.0,0.0,40.6,59.4
1962,VA,2453987.0,1674132.0,4128119.0,0.0,40.6,59.4
1978,KY,2075827.0,1424605.0,3506432.0,6000.0,40.6,59.2
2013,AL,2881158.0,1964823.0,4845981.0,0.0,40.5,59.5
1970,GA,2744385.0,1892696.0,4677127.0,40046.0,40.5,58.7
2010,IN,3864217.0,2630682.0,6494899.0,0.0,40.5,59.5
2008,SD,495045.0,336447.0,831492.0,0.0,40.5,59.5
2011,IN,3889238.0,2638837.0,6528075.0,0.0,40.4,59.6
2009,AL,2822874.0,1909873.0,4732747.0,0.0,40.4,59.6
2009,SD,502041.0,340016.0,842057.0,0.0,40.4,59.6
1978,TN,2602965.0,1767756.0,4370721.0,0.0,40.4,59.6
1971,IN,3148458.0,2137841.0,5286299.0,0.0,40.4,59.6
2019,AL,2935164.0,1985896.0,4921060.0,0.0,40.4,59.6
1994,OR,1860163.0,1258666.0,3118829.0,0.0,40.4,59.6
2010,AR,1752870.0,1188291.0,2941161.0,0.0,40.4,59.6
2015,AL,2911484.0,1971650.0,4883134.0,0.0,40.4,59.6
2018,AL,2923001.0,1983884.0,4906885.0,0.0,40.4,59.6
2012,AR,1780326.0,1200831.0,2981157.0,0.0,40.3,59.7
1986,FL,6982040.0,4721687.0,11703727.0,0.0,40.3,59.7
1997,OR,1955981.0,1319970.0,3275951.0,0.0,40.3,59.7
1992,OR,1794471.0,1210576.0,3005047.0,0.0,40.3,59.7
2020,AL,2949102.0,1990175.0,4939277.0,0.0,40.3,59.7
2014,AL,2900413.0,1961263.0,4861676.0,0.0,40.3,59.7
1995,OR,1894453.0,1280224.0,3174677.0,0.0,40.3,59.7
2008,AL,2795096.0,1889093.0,4684189.0,0.0,40.3,59.7
1991,OR,1761180.0,1190435.0,2951615.0,0.0,40.3,59.7
2002,ND,388376.0,261804.0,650180.0,0.0,40.3,59.7
1993,OR,1826705.0,1234489.0,3061194.0,0.0,40.3,59.7
1996,OR,1932453.0,1304118.0,3236571.0,0.0,40.3,59.7
2011,AR,1767826.0,1195588.0,2963414.0,0.0,40.3,59.7
1992,IA,1689647.0,1135047.0,2824694.0,0.0,40.2,59.8
1964,GA,2581843.0,1758095.0,4373008.0,33070.0,40.2,59.0
2008,AR,1723730.0,1157984.0,2881714.0,0.0,40.2,59.8
1991,IA,1679496.0,1128123.0,2807619.0,0.0,40.2,59.8
1966,GA,2676946.0,1823070.0,4536216.0,36200.0,40.2,59.0
2016,AL,2923215.0,1964180.0,4887395.0,0.0,40.2,59.8
2000,ND,393336.0,264088.0,657424.0,0.0,40.2,59.8
1990,OR,1713151.0,1151407.0,2864558.0,0.0,40.2,59.8
2001,ND,388588.0,260900.0,649488.0,0.0,40.2,59.8
1972,GA,2839278.0,1939544.0,4818946.0,40124.0,40.2,58.9
1990,IA,1668484.0,1120811.0,2789295.0,0.0,40.2,59.8
2012,IN,3922352.0,2626189.0,6548541.0,0.0,40.1,59.9
1971,GA,2807571.0,1904335.0,4752514.0,40608.0,40.1,59.1
2017,AL,2929552.0,1964733.0,4894285.0,0.0,40.1,59.9
1979,TN,2629266.0,1761518.0,4390784.0,0.0,40.1,59.9
1973,GA,2887097.0,1958959.0,4886696.0,40640.0,40.1,59.1
2007,ID,929028.0,620190.0,1549218.0,0.0,40.0,60.0
2009,WA,4026546.0,2670148.0,6696694.0,0.0,39.9,60.1
2006,WA,3865807.0,2562209.0,6428613.0,597.0,39.9,60.1
1961,FL,3017000.0,2003502.0,5020502.0,0.0,39.9,60.1
1970,MO,2864328.0,1900890.0,4765218.0,0.0,39.9,60.1
2013,IN,3954328.0,2627682.0,6582010.0,0.0,39.9,60.1
2007,WA,3910750.0,2589446.0,6500793.0,597.0,39.8,60.2
1974,GA,2959272.0,1985056.0,4987157.0,42829.0,39.8,59.3
2005,WA,3803334.0,2513921.0,6317852.0,597.0,39.8,60.2
1993,IA,1700937.0,1125716.0,2826653.0,0.0,39.8,60.2
1968,ID,335117.0,221245.0,556362.0,0.0,39.8,60.2
2005,ND,395790.0,261523.0,657313.0,0.0,39.8,60.2
2009,AR,1754143.0,1160590.0,2914733.0,0.0,39.8,60.2
1971,MO,2905674.0,1922553.0,4828227.0,0.0,39.8,60.2
2014,IN,3985773.0,2622209.0,6607982.0,0.0,39.7,60.3
2021,ID,1185958.0,779888.0,1965846.0,0.0,39.7,60.3
1964,KS,1352602.0,889292.0,2241894.0,0.0,39.7,60.3
2003,WA,3712316.0,2442673.0,6155586.0,597.0,39.7,60.3
1961,MO,2647003.0,1741321.0,4388324.0,0.0,39.7,60.3
2004,WA,3765659.0,2469646.0,6235902.0,597.0,39.6,60.4
2003,ND,392666.0,257960.0,650626.0,0.0,39.6,60.4
2008,WA,3972164.0,2608557.0,6581318.0,597.0,39.6,60.4
2013,AR,1802553.0,1181309.0,2983862.0,0.0,39.6,60.4
2004,ND,394767.0,258221.0,652988.0,0.0,39.5,60.5
1994,IA,1720469.0,1121249.0,2841718.0,0.0,39.5,60.5
1963,VA,2647624.0,1731453.0,4379077.0,0.0,39.5,60.5
2011,ID,991731.0,648702.0,1640433.0,0.0,39.5,60.5
1976,AL,2218973.0,1446027.0,3665000.0,0.0,39.5,60.5
2010,ID,980815.0,641608.0,1622423.0,0.0,39.5,60.5
2006,ND,397176.0,259193.0,656369.0,0.0,39.5,60.5
2013,SD,533200.0,347953.0,881153.0,0.0,39.5,60.5
2008,ID,953765.0,621870.0,1575635.0,0.0,39.5,60.5
1984,FL,6673693.0,4330544.0,11004237.0,0.0,39.4,60.6
1975,GA,2994289.0,1977620.0,5016136.0,44227.0,39.4,59.7
2015,IN,4016394.0,2614337.0,6630731.0,0.0,39.4,60.6
1999,IA,1752146.0,1138730.0,2890876.0,0.0,39.4,60.6
2012,ID,1000448.0,651067.0,1651515.0,0.0,39.4,60.6
1983,FL,6550847.0,4255844.0,10806691.0,0.0,39.4,60.6
2013,ID,1011157.0,657328.0,1668485.0,0.0,39.4,60.6
1982,FL,6386217.0,4155994.0,10542211.0,0.0,39.4,60.6
1961,OK,1420811.0,921748.0,2342559.0,0.0,39.3,60.7
1975,MO,2950570.0,1907459.0,4858029.0,0.0,39.3,60.7
1998,IA,1746007.0,1128794.0,2874801.0,0.0,39.3,60.7
1980,FL,5845219.0,3788651.0,9633870.0,0.0,39.3,60.7
2014,ID,1026111.0,665385.0,1691496.0,0.0,39.3,60.7
1972,MO,2935774.0,1895679.0,4831453.0,0.0,39.2,60.8
1981,FL,6224860.0,4017204.0,10242064.0,0.0,39.2,60.8
2009,ID,972316.0,626858.0,1599174.0,0.0,39.2,60.8
2016,ID,1059502.0,681909.0,1741411.0,0.0,39.2,60.8
1965,VA,2697915.0,1739135.0,4437050.0,0.0,39.2,60.8
2011,SD,520961.0,336371.0,857332.0,0.0,39.2,60.8
1961,MN,2082943.0,1341451.0,3424394.0,0.0,39.2,60.8
2007,ND,400109.0,258231.0,658340.0,0.0,39.2,60.8
2012,SD,527386.0,338414.0,865800.0,0.0,39.1,60.9
1973,MO,2946775.0,1889854.0,4836629.0,0.0,39.1,60.9
2017,IN,4067073.0,2610640.0,6677713.0,0.0,39.1,60.9
1964,OK,1522286.0,977641.0,2499927.0,0.0,39.1,60.9
1995,IA,1738109.0,1117207.0,2855316.0,0.0,39.1,60.9
1964,VA,2695475.0,1732078.0,4427553.0,0.0,39.1,60.9
2010,SD,514701.0,330042.0,844743.0,0.0,39.1,60.9
2016,IN,4051353.0,2592671.0,6644024.0,0.0,39.0,61.0
2018,ID,1104961.0,706458.0,1811419.0,0.0,39.0,61.0
1997,IA,1746624.0,1118736.0,2865360.0,0.0,39.0,61.0
1996,IA,1746624.0,1118736.0,2865360.0,0.0,39.0,61.0
1962,FL,3373795.0,2159294.0,5533089.0,0.0,39.0,61.0
2015,ID,1045157.0,667614.0,1712771.0,0.0,39.0,61.0
1965,GA,2654493.0,1717974.0,4405667.0,33200.0,39.0,60.3
2014,AR,1826400.0,1164944.0,2991344.0,0.0,38.9,61.1
2018,IN,4092535.0,2610200.0,6702735.0,0.0,38.9,61.1
2022,SD,554167.0,352877.0,907044.0,0.0,38.9,61.1
1974,MO,2973280.0,1890772.0,4864052.0,0.0,38.9,61.1
2014,SD,543802.0,346071.0,889873.0,0.0,38.9,61.1
1965,KS,1369105.0,872578.0,2241683.0,0.0,38.9,61.1
2017,ID,1083129.0,688221.0,1771350.0,0.0,38.9,61.1
1961,WI,2459532.0,1569086.0,4028618.0,0.0,38.9,61.1
1968,NC,1590356.0,1013678.0,2604034.0,0.0,38.9,61.1
2020,ID,1157353.0,732533.0,1889886.0,0.0,38.8,61.2
1998,OR,2029806.0,1286896.0,3316702.0,0.0,38.8,61.2
2021,SD,551021.0,348167.0,899188.0,0.0,38.7,61.3
1961,NM,574428.0,380227.0,982964.0,28309.0,38.7,58.4
1965,WY,212710.0,134253.0,346963.0,0.0,38.7,61.3
2019,ID,1132881.0,715123.0,1848004.0,0.0,38.7,61.3
1967,MO,2877012.0,1807695.0,4684707.0,0.0,38.6,61.4
2019,IN,4136028.0,2600326.0,6736354.0,0.0,38.6,61.4
1964,FL,3564257.0,2243331.0,5807588.0,0.0,38.6,61.4
2000,IA,1805448.0,1134376.0,2939824.0,0.0,38.6,61.4
1982,NE,1020310.0,641378.0,1661688.0,0.0,38.6,61.4
1964,ME,621500.0,390036.0,1011536.0,0.0,38.6,61.4
1966,VA,2802108.0,1759876.0,4561984.0,0.0,38.6,61.4
1962,ME,615523.0,386210.0,1001733.0,0.0,38.6,61.4
2001,IA,1811691.0,1133161.0,2944852.0,0.0,38.5,61.5
1983,NE,1027407.0,644372.0,1671779.0,0.0,38.5,61.5
2018,SD,566455.0,354540.0,920995.0,0.0,38.5,61.5
2002,IA,1823503.0,1140111.0,2963614.0,0.0,38.5,61.5
1963,WY,207040.0,129532.0,336572.0,0.0,38.5,61.5
1963,WI,2542888.0,1586770.0,4129658.0,0.0,38.4,61.6
1962,WI,2572769.0,1601494.0,4174263.0,0.0,38.4,61.6
2015,AR,1840772.0,1148647.0,2989419.0,0.0,38.4,61.6
2022,GA,6530982.0,4186584.0,10910165.0,192599.0,38.4,59.9
1963,FL,3544693.0,2206844.0,5751537.0,0.0,38.4,61.6
1964,MO,2771409.0,1717438.0,4488847.0,0.0,38.3,61.7
1967,VA,2821165.0,1754920.0,4576085.0,0.0,38.3,61.7
1962,MN,2150329.0,1334747.0,3485076.0,0.0,38.3,61.7
1966,OK,1583414.0,983102.0,2566516.0,0.0,38.3,61.7
2015,SD,553301.0,342256.0,895557.0,0.0,38.2,61.8
2016,SD,558290.0,345568.0,903858.0,0.0,38.2,61.8
2016,AR,1854808.0,1142487.0,2997295.0,0.0,38.1,61.9
2021,GA,6507905.0,4127187.0,10833542.0,198450.0,38.1,60.1
1964,WY,212132.0,130442.0,342574.0,0.0,38.1,61.9
1999,OR,2076117.0,1277449.0,3353566.0,0.0,38.1,61.9
1965,ME,633999.0,389558.0,1023557.0,0.0,38.1,61.9
2003,IA,1839257.0,1133889.0,2973146.0,0.0,38.1,61.9
1967,OK,1572876.0,966663.0,2539539.0,0.0,38.1,61.9
2008,ND,407928.0,250955.0,658883.0,0.0,38.1,61.9
2009,ND,411347.0,252780.0,664127.0,0.0,38.1,61.9
1962,OK,1528311.0,937710.0,2466021.0,0.0,38.0,62.0
2004,IA,1848280.0,1133247.0,2981527.0,0.0,38.0,62.0
2017,SD,563754.0,345676.0,909430.0,0.0,38.0,62.0
1964,MN,2197838.0,1344922.0,3542760.0,0.0,38.0,62.0
1961,CO,1102538.0,671688.0,1774226.0,0.0,37.9,62.1
2005,IA,1857556.0,1135953.0,2993509.0,0.0,37.9,62.1
1962,MO,2750464.0,1671359.0,4421823.0,0.0,37.8,62.2
1963,MN,2188365.0,1328671.0,3517036.0,0.0,37.8,62.2
1965,MO,2849859.0,1729115.0,4578974.0,0.0,37.8,62.2
1999,MO,3450050.0,2093349.0,5543399.0,0.0,37.8,62.2
1972,ME,654581.0,397647.0,1052228.0,0.0,37.8,62.2
2020,SD,579981.0,352278.0,932259.0,0.0,37.8,62.2
2006,IA,1871790.0,1137919.0,3009709.0,0.0,37.8,62.2
2017,AR,1872540.0,1136302.0,3008842.0,0.0,37.8,62.2
1965,FL,3692336.0,2239174.0,5931510.0,0.0,37.8,62.2
2011,WA,4279461.0,2589416.0,6868877.0,0.0,37.7,62.3
1964,WI,2589484.0,1567244.0,4156728.0,0.0,37.7,62.3
2018,AR,1879763.0,1138270.0,3018033.0,0.0,37.7,62.3
2010,WA,4214249.0,2548532.0,6762781.0,0.0,37.7,62.3
2019,GA,6492272.0,4045512.0,10733113.0,195329.0,37.7,60.5
1968,SD,272225.0,164635.0,436860.0,0.0,37.7,62.3
2022,ID,1253801.0,759611.0,2013412.0,0.0,37.7,62.3
2000,MO,3529873.0,2136920.0,5666793.0,0.0,37.7,62.3
2020,GA,6546057.0,4082800.0,10825968.0,197111.0,37.7,60.5
2001,MO,3551612.0,2150098.0,5701710.0,0.0,37.7,62.3
2019,SD,576692.0,347555.0,924247.0,0.0,37.6,62.4
2018,GA,6445277.0,4006659.0,10646479.0,194543.0,37.6,60.5
2020,IN,4216082.0,2542567.0,6758649.0,0.0,37.6,62.4
2021,IN,4243730.0,2559623.0,6803353.0,0.0,37.6,62.4
1964,CO,1251891.0,751569.0,2003460.0,0.0,37.5,62.5
2019,AR,1891639.0,1132874.0,3024513.0,0.0,37.5,62.5
1963,ME,624200.0,374985.0,999185.0,0.0,37.5,62.5
1965,WI,2680271.0,1608279.0,4288550.0,0.0,37.5,62.5
1977,AL,2309193.0,1381965.0,3691158.0,0.0,37.4,62.6
2007,IA,1889302.0,1126616.0,3015918.0,0.0,37.4,62.6
2020,AR,1904834.0,1136807.0,3041641.0,0.0,37.4,62.6
1998,GA,4736292.0,2895737.0,7745797.0,113768.0,37.4,61.1
1998,MO,3457710.0,2068812.0,5526522.0,0.0,37.4,62.6
2011,GA,6014312.0,3690929.0,9880945.0,175704.0,37.4,60.9
1970,WI,2779947.0,1656673.0,4436620.0,0.0,37.3,62.7
2012,WA,4352854.0,2584423.0,6937277.0,0.0,37.3,62.7
1970,FL,4319737.0,2572268.0,6892005.0,0.0,37.3,62.7
2015,GA,6350867.0,3884908.0,10424069.0,188294.0,37.3,60.9
1980,NE,998616.0,593498.0,1592114.0,0.0,37.3,62.7
2010,GA,5937383.0,3641728.0,9752532.0,173421.0,37.3,60.9
1966,FL,3935275.0,2328551.0,6263826.0,0.0,37.2,62.8
1962,NM,626205.0,393117.0,1056682.0,37360.0,37.2,59.3
2005,GA,5555264.0,3390281.0,9111910.0,166365.0,37.2,61.0
2017,GA,6489784.0,3955980.0,10639778.0,194014.0,37.2,61.0
1967,KS,1439103.0,852604.0,2291707.0,0.0,37.2,62.8
1963,CO,1253934.0,742025.0,1995959.0,0.0,37.2,62.8
1966,MO,2905035.0,1713404.0,4618439.0,0.0,37.1,62.9
1978,AL,2355618.0,1387540.0,3743158.0,0.0,37.1,62.9
2004,GA,5420590.0,3288546.0,8865341.0,156205.0,37.1,61.1
2022,IN,4294043.0,2535516.0,6829559.0,0.0,37.1,62.9
2012,GA,6100809.0,3706108.0,9986384.0,179467.0,37.1,61.1
1966,ME,644936.0,379967.0,1024903.0,0.0,37.1,62.9
2016,GA,6420545.0,3906555.0,10519361.0,192261.0,37.1,61.0
1963,NM,627319.0,392323.0,1058707.0,39065.0,37.1,59.3
2013,WA,4417890.0,2593491.0,7011381.0,0.0,37.0,63.0
1999,GA,4828765.0,2901903.0,7845726.0,115058.0,37.0,61.5
1978,FL,5456888.0,3201432.0,8658320.0,0.0,37.0,63.0
1970,ME,640388.0,375496.0,1015884.0,0.0,37.0,63.0
2006,GA,5761060.0,3481793.0,9414191.0,171338.0,37.0,61.2
2008,IA,1906461.0,1121843.0,3028304.0,0.0,37.0,63.0
1980,WI,2968092.0,1739865.0,4707957.0,0.0,37.0,63.0
2008,WY,340305.0,199003.0,539308.0,0.0,36.9,63.1
2013,GA,6136538.0,3689864.0,10009966.0,183564.0,36.9,61.3
2022,AR,1913135.0,1117563.0,3030698.0,0.0,36.9,63.1
1973,ME,663415.0,387530.0,1050945.0,0.0,36.9,63.1
1965,MN,2316369.0,1352286.0,3668655.0,0.0,36.9,63.1
2007,WY,334024.0,195107.0,529131.0,0.0,36.9,63.1
2003,GA,5347661.0,3216936.0,8719493.0,154896.0,36.9,61.3
1966,KS,1423886.0,831581.0,2255467.0,0.0,36.9,63.1
2021,AR,1906208.0,1116176.0,3022384.0,0.0,36.9,63.1
1995,MO,3414655.0,1990732.0,5405387.0,0.0,36.8,63.2
2002,GA,5278228.0,3163095.0,8593897.0,152574.0,36.8,61.4
2014,GA,6203147.0,3726740.0,10115206.0,185319.0,36.8,61.3
1965,OK,1585335.0,923495.0,2508830.0,0.0,36.8,63.2
2001,GA,5158803.0,3095187.0,8403421.0,149431.0,36.8,61.4
