year,state_abb,agency_type,agencies,officers,total_staff
2001,IL,sheriffs office,104,5755.0,12215.0
2001,IL,special jurisdiction,85,1141.0,1474.0
2001,IL,state law enforcement agency,42,2198.0,3920.0
2001,IN,local police department,161,6892.0,9266.0
2001,IN,sheriffs office,92,2755.0,6642.0
2001,IN,special jurisdiction,12,226.0,299.0
2001,IN,state law enforcement agency,93,1264.0,1940.0
2001,KS,constable/marshal,4,1.0,1.0
2001,KS,local police department,276,4021.0,5117.0
2001,KS,sheriffs office,105,1850.0,3435.0
2001,KS,special jurisdiction,22,633.0,900.0
2001,KS,state law enforcement agency,1,507.0,803.0
2001,KY,constable/marshal,8,8.0,8.0
2001,KY,federal,1,8.0,8.0
2001,KY,local police department,287,4699.0,5816.0
2001,KY,sheriffs office,120,1505.0,1775.0
2001,KY,special jurisdiction,23,813.0,969.0
2001,KY,state law enforcement agency,122,1127.0,1965.0
2001,LA,local police department,170,6143.0,7451.0
2001,LA,sheriffs office,64,9205.0,11984.0
2001,LA,special jurisdiction,20,374.0,439.0
2001,LA,state law enforcement agency,1,1109.0,1556.0
2001,MA,local police department,335,13882.0,16627.0
2001,MA,sheriffs office,14,32.0,34.0
2001,MA,special jurisdiction,73,810.0,1029.0
2001,MA,state law enforcement agency,16,2293.0,2697.0
2001,MD,local police department,105,9999.0,12185.0
2001,MD,sheriffs office,24,1777.0,2605.0
2001,MD,special jurisdiction,29,1790.0,2730.0
2001,MD,state law enforcement agency,26,1620.0,2418.0
2001,ME,local police department,130,1587.0,2032.0
2001,ME,sheriffs office,16,277.0,364.0
2001,ME,special jurisdiction,21,47.0,69.0
2001,ME,state law enforcement agency,33,332.0,463.0
2001,MI,local police department,592,14091.0,16852.0
2001,MI,sheriffs office,83,4898.0,8009.0
2001,MI,special jurisdiction,35,613.0,795.0
2001,MI,state law enforcement agency,84,2135.0,3245.0
2001,MN,local police department,232,5108.0,6485.0
2001,MN,sheriffs office,87,2359.0,4980.0
2001,MN,special jurisdiction,4,129.0,187.0
2001,MN,state law enforcement agency,13,966.0,1268.0
2001,MO,local police department,221,8582.0,11466.0
2001,MO,sheriffs office,114,2392.0,3759.0
2001,MO,special jurisdiction,9,239.0,324.0
2001,MO,state law enforcement agency,1,1058.0,2129.0
2001,MS,local police department,133,3407.0,4554.0
2001,MS,sheriffs office,82,1660.0,3397.0
2001,MS,special jurisdiction,9,211.0,278.0
2001,MS,state law enforcement agency,1,565.0,1060.0
2001,MT,local police department,61,714.0,929.0
2001,MT,sheriffs office,58,697.0,1566.0
2001,MT,special jurisdiction,3,46.0,69.0
2001,MT,state law enforcement agency,1,203.0,259.0
2001,NC,local police department,402,11144.0,14416.0
2001,NC,sheriffs office,100,6025.0,10383.0
2001,NC,special jurisdiction,186,1400.0,2019.0
2001,NC,state law enforcement agency,101,2615.0,3298.0
2001,ND,local police department,60,591.0,742.0
2001,ND,sheriffs office,53,397.0,575.0
2001,ND,special jurisdiction,2,19.0,25.0
2001,ND,state law enforcement agency,1,123.0,186.0
2001,NE,local police department,133,1992.0,2499.0
2001,NE,sheriffs office,93,899.0,1440.0
2001,NE,special jurisdiction,5,34.0,47.0
2001,NE,state law enforcement agency,91,478.0,653.0
2001,NH,local police department,216,1987.0,2559.0
2001,NH,sheriffs office,10,117.0,209.0
2001,NH,special jurisdiction,2,40.0,70.0
2001,NH,state law enforcement agency,11,302.0,447.0
2001,NJ,local police department,515,21649.0,25985.0
2001,NJ,sheriffs office,21,3862.0,4978.0
2001,NJ,special jurisdiction,40,2831.0,4573.0
2001,NJ,state law enforcement agency,43,2727.0,4044.0
2001,NM,local police department,81,2408.0,3473.0
2001,NM,sheriffs office,33,1001.0,1310.0
2001,NM,special jurisdiction,5,68.0,99.0
2001,NM,state law enforcement agency,1,560.0,717.0
2001,NV,local police department,18,2902.0,5191.0
2001,NV,sheriffs office,16,1004.0,1502.0
2001,NV,special jurisdiction,5,209.0,248.0
2001,NV,state law enforcement agency,1,403.0,592.0
2001,NY,constable/marshal,2,0.0,0.0
2001,NY,local police department,609,57494.0,78751.0
2001,NY,sheriffs office,60,3142.0,4162.0
2001,NY,special jurisdiction,237,2168.0,2607.0
2001,NY,state law enforcement agency,154,4166.0,5121.0
2001,OH,local police department,537,16513.0,20671.0
2001,OH,sheriffs office,88,5457.0,10670.0
2001,OH,special jurisdiction,25,537.0,721.0
2001,OH,state law enforcement agency,1,1494.0,2596.0
2001,OK,local police department,271,4937.0,6418.0
2001,OK,sheriffs office,77,1154.0,2523.0
2001,OK,special jurisdiction,19,286.0,372.0
2001,OK,state law enforcement agency,1,827.0,1395.0
2001,OR,local police department,172,3584.0,4831.0
2001,OR,sheriffs office,36,1322.0,1816.0
2001,OR,special jurisdiction,36,43.0,60.0
2001,OR,state law enforcement agency,37,738.0,1205.0
2001,PA,local police department,1188,19344.0,21860.0
2001,PA,sheriffs office,67,606.0,738.0
2001,PA,special jurisdiction,186,1393.0,1854.0
2001,PA,state law enforcement agency,68,4638.0,6264.0
2001,RI,local police department,42,2144.0,2674.0
2001,RI,sheriffs office,2,0.0,0.0
2001,RI,special jurisdiction,4,87.0,146.0
2001,RI,state law enforcement agency,8,217.0,263.0
2001,SC,local police department,224,4644.0,5775.0
2001,SC,sheriffs office,46,3634.0,5174.0
2001,SC,special jurisdiction,174,831.0,1089.0
2001,SC,state law enforcement agency,47,1763.0,2211.0
2001,SD,local police department,65,687.0,852.0
2001,SD,sheriffs office,67,387.0,784.0
2001,SD,special jurisdiction,2,45.0,147.0
2001,SD,state law enforcement agency,1,145.0,222.0
2001,TN,local police department,268,8533.0,10694.0
2001,TN,sheriffs office,94,4341.0,8503.0
2001,TN,special jurisdiction,198,1284.0,2333.0
2001,TN,state law enforcement agency,2,1816.0,3630.0
2001,TX,constable/marshal,3,22.0,32.0
2001,TX,local police department,668,30856.0,40681.0
2001,TX,sheriffs office,254,11517.0,25027.0
2001,TX,special jurisdiction,107,2270.0,3788.0
2001,TX,state law enforcement agency,1,3036.0,6984.0
2001,UT,local police department,111,2670.0,4175.0
2001,UT,sheriffs office,28,1275.0,1868.0
2001,UT,special jurisdiction,16,338.0,447.0
2001,UT,state law enforcement agency,1,415.0,448.0
2001,VA,federal,1,0.0,0.0
2001,VA,local police department,174,9897.0,12530.0
2001,VA,sheriffs office,95,4258.0,5250.0
2001,VA,special jurisdiction,35,1179.0,1672.0
2001,VA,state law enforcement agency,139,1759.0,2411.0
2001,VT,local police department,55,579.0,748.0
2001,VT,sheriffs office,14,111.0,155.0
2001,VT,special jurisdiction,1,16.0,25.0
2001,VT,state law enforcement agency,15,301.0,422.0
2001,WA,local police department,232,6030.0,7936.0
2001,WA,sheriffs office,39,2600.0,3723.0
2001,WA,special jurisdiction,10,215.0,278.0
2001,WA,state law enforcement agency,1,1021.0,2147.0
2001,WI,local police department,302,7683.0,9447.0
2001,WI,sheriffs office,72,4194.0,6989.0
2001,WI,special jurisdiction,18,427.0,557.0
2001,WI,state law enforcement agency,1,513.0,668.0
2001,WV,local police department,200,1421.0,1638.0
2001,WV,sheriffs office,55,837.0,1160.0
2001,WV,special jurisdiction,66,232.0,261.0
2001,WV,state law enforcement agency,122,645.0,987.0
2001,WY,local police department,52,674.0,964.0
2001,WY,sheriffs office,23,403.0,731.0
2001,WY,special jurisdiction,3,17.0,26.0
2001,WY,state law enforcement agency,1,176.0,325.0
2002,AK,local police department,38,747.0,1190.0
2002,AK,special jurisdiction,4,113.0,127.0
2002,AK,state law enforcement agency,2,343.0,587.0
2002,AL,local police department,331,6914.0,9204.0
2002,AL,sheriffs office,67,2259.0,4309.0
2002,AL,special jurisdiction,27,488.0,658.0
2002,AL,state law enforcement agency,1,631.0,1248.0
2002,AR,local police department,152,3371.0,4422.0
2002,AR,sheriffs office,75,1606.0,3105.0
2002,AR,special jurisdiction,10,162.0,201.0
2002,AR,state law enforcement agency,1,583.0,895.0
2002,AZ,local police department,85,7840.0,11041.0
2002,AZ,sheriffs office,15,1863.0,5509.0
2002,AZ,special jurisdiction,10,192.0,313.0
2002,AZ,state law enforcement agency,1,1090.0,1894.0
2002,CA,constable/marshal,1,272.0,421.0
2002,CA,federal,1,0.0,0.0
2002,CA,local police department,479,39264.0,55419.0
2002,CA,sheriffs office,58,26965.0,46582.0
2002,CA,special jurisdiction,226,2944.0,4027.0
2002,CA,state law enforcement agency,100,7110.0,10645.0
2002,CO,constable/marshal,3,5.0,9.0
2002,CO,local police department,188,6333.0,8684.0
2002,CO,sheriffs office,63,4212.0,6424.0
2002,CO,special jurisdiction,25,237.0,355.0
2002,CO,state law enforcement agency,3,712.0,962.0
2002,CT,local police department,109,6483.0,7853.0
2002,CT,special jurisdiction,9,244.0,319.0
2002,CT,state law enforcement agency,1,1248.0,1793.0
2002,DC,federal,1,21.0,21.0
2002,DC,local police department,1,3655.0,4445.0
2002,DC,special jurisdiction,1,347.0,457.0
2002,DE,local police department,44,1020.0,1383.0
2002,DE,sheriffs office,2,0.0,0.0
2002,DE,special jurisdiction,19,584.0,882.0
2002,DE,state law enforcement agency,4,1221.0,1663.0
2002,FL,constable/marshal,2,0.0,0.0
2002,FL,local police department,364,22009.0,31072.0
2002,FL,sheriffs office,67,15903.0,33818.0
2002,FL,special jurisdiction,480,2269.0,3108.0
2002,FL,state law enforcement agency,162,2606.0,3560.0
2002,GA,constable/marshal,11,438.0,600.0
2002,GA,local police department,431,11787.0,14957.0
2002,GA,sheriffs office,159,8576.0,13007.0
2002,GA,special jurisdiction,110,2486.0,3837.0
2002,GA,state law enforcement agency,50,1497.0,2309.0
2002,HI,local police department,13,3220.0,4084.0
2002,HI,special jurisdiction,1,0.0,0.0
2002,IA,local police department,145,2912.0,3580.0
2002,IA,sheriffs office,100,1491.0,3009.0
2002,IA,special jurisdiction,4,99.0,133.0
2002,IA,state law enforcement agency,1,619.0,894.0
2002,ID,local police department,84,1316.0,1667.0
2002,ID,sheriffs office,44,889.0,1611.0
2002,ID,special jurisdiction,7,61.0,73.0
2002,ID,state law enforcement agency,7,372.0,501.0
2002,IL,local police department,715,27788.0,33162.0
2002,IL,sheriffs office,104,5589.0,12257.0
2002,IL,special jurisdiction,85,1089.0,1417.0
2002,IL,state law enforcement agency,42,2171.0,3883.0
2002,IN,local police department,163,7057.0,9528.0
2002,IN,sheriffs office,92,2837.0,6751.0
2002,IN,special jurisdiction,12,226.0,295.0
2002,IN,state law enforcement agency,93,1230.0,1916.0
2002,KS,constable/marshal,4,0.0,0.0
2002,KS,local police department,280,4042.0,5143.0
2002,KS,sheriffs office,105,1889.0,3451.0
2002,KS,special jurisdiction,24,620.0,896.0
2002,KS,state law enforcement agency,1,526.0,811.0
2002,KY,constable/marshal,8,8.0,8.0
2002,KY,federal,1,9.0,9.0
2002,KY,local police department,287,4780.0,5864.0
2002,KY,sheriffs office,120,1526.0,1824.0
2002,KY,special jurisdiction,23,814.0,968.0
2002,KY,state law enforcement agency,122,1104.0,1948.0
2002,LA,local police department,171,6155.0,7559.0
2002,LA,sheriffs office,64,9942.0,13454.0
2002,LA,special jurisdiction,21,424.0,519.0
2002,LA,state law enforcement agency,1,1009.0,1607.0
2002,MA,local police department,335,13737.0,16462.0
2002,MA,sheriffs office,14,32.0,34.0
2002,MA,special jurisdiction,73,818.0,1084.0
2002,MA,state law enforcement agency,16,2354.0,2742.0
2002,MD,local police department,105,10039.0,12287.0
2002,MD,sheriffs office,24,1831.0,2712.0
2002,MD,special jurisdiction,29,1829.0,2853.0
2002,MD,state law enforcement agency,26,1664.0,2459.0
2002,ME,local police department,130,1584.0,2045.0
2002,ME,sheriffs office,16,287.0,395.0
2002,ME,special jurisdiction,21,50.0,78.0
2002,ME,state law enforcement agency,33,327.0,478.0
2002,MI,local police department,594,13878.0,16666.0
2002,MI,sheriffs office,83,4685.0,7885.0
2002,MI,special jurisdiction,35,642.0,851.0
2002,MI,state law enforcement agency,84,4215.0,6135.0
2002,MN,local police department,232,5170.0,6599.0
2002,MN,sheriffs office,87,2357.0,5073.0
2002,MN,special jurisdiction,4,134.0,208.0
2002,MN,state law enforcement agency,13,951.0,1300.0
2002,MO,local police department,465,9581.0,12737.0
2002,MO,sheriffs office,114,2457.0,3811.0
2002,MO,special jurisdiction,18,318.0,433.0
2002,MO,state law enforcement agency,1,1075.0,2167.0
2002,MS,local police department,133,3421.0,4595.0
2002,MS,sheriffs office,82,1735.0,3432.0
2002,MS,special jurisdiction,9,191.0,262.0
2002,MS,state law enforcement agency,1,530.0,1016.0
2002,MT,local police department,61,725.0,945.0
2002,MT,sheriffs office,58,721.0,1599.0
2002,MT,special jurisdiction,3,41.0,63.0
2002,MT,state law enforcement agency,1,205.0,270.0
2002,NC,local police department,402,11151.0,14529.0
2002,NC,sheriffs office,100,6075.0,10414.0
2002,NC,special jurisdiction,186,1410.0,2007.0
2002,NC,state law enforcement agency,101,2598.0,3323.0
2002,ND,local police department,60,600.0,755.0
2002,ND,sheriffs office,53,404.0,626.0
2002,ND,special jurisdiction,2,21.0,26.0
2002,ND,state law enforcement agency,1,126.0,187.0
2002,NE,local police department,134,2049.0,2557.0
2002,NE,sheriffs office,93,906.0,1471.0
2002,NE,special jurisdiction,6,57.0,89.0
2002,NE,state law enforcement agency,91,485.0,670.0
2002,NH,local police department,219,2014.0,2595.0
2002,NH,sheriffs office,10,118.0,201.0
2002,NH,special jurisdiction,2,39.0,67.0
2002,NH,state law enforcement agency,11,284.0,400.0
2002,NJ,local police department,515,21731.0,26120.0
2002,NJ,sheriffs office,21,3908.0,5038.0
2002,NJ,special jurisdiction,40,2652.0,4474.0
2002,NJ,state law enforcement agency,43,2735.0,3982.0
2002,NM,local police department,82,2493.0,3560.0
2002,NM,sheriffs office,33,1033.0,1321.0
2002,NM,special jurisdiction,5,62.0,96.0
2002,NM,state law enforcement agency,1,576.0,714.0
2002,NV,local police department,18,3013.0,5384.0
2002,NV,sheriffs office,16,999.0,1465.0
2002,NV,special jurisdiction,5,199.0,234.0
2002,NV,state law enforcement agency,1,715.0,1249.0
2002,NY,constable/marshal,2,0.0,0.0
2002,NY,local police department,609,55500.0,75626.0
2002,NY,sheriffs office,60,3121.0,4129.0
2002,NY,special jurisdiction,242,2353.0,2823.0
2002,NY,state law enforcement agency,154,4553.0,5443.0
2002,OH,local police department,551,16526.0,20709.0
2002,OH,sheriffs office,88,5522.0,10722.0
2002,OH,special jurisdiction,28,1110.0,1390.0
2002,OH,state law enforcement agency,1,1526.0,2638.0
2002,OK,local police department,271,4960.0,6423.0
2002,OK,sheriffs office,77,1188.0,2543.0
2002,OK,special jurisdiction,20,280.0,371.0
2002,OK,state law enforcement agency,1,803.0,1393.0
2002,OR,local police department,172,3594.0,4771.0
2002,OR,sheriffs office,36,1327.0,1815.0
2002,OR,special jurisdiction,36,55.0,74.0
2002,OR,state law enforcement agency,37,753.0,1160.0
2002,PA,local police department,1190,19549.0,22038.0
2002,PA,sheriffs office,67,651.0,796.0
2002,PA,special jurisdiction,192,1613.0,2129.0
2002,PA,state law enforcement agency,70,4685.0,6470.0
2002,RI,local police department,42,2197.0,2737.0
2002,RI,sheriffs office,2,0.0,0.0
2002,RI,special jurisdiction,4,86.0,141.0
2002,RI,state law enforcement agency,8,211.0,257.0
2002,SC,local police department,224,4642.0,5779.0
2002,SC,sheriffs office,46,3716.0,5776.0
2002,SC,special jurisdiction,176,801.0,1129.0
2002,SC,state law enforcement agency,47,1743.0,2210.0
2002,SD,local police department,71,706.0,873.0
2002,SD,sheriffs office,67,388.0,793.0
2002,SD,special jurisdiction,2,44.0,145.0
2002,SD,state law enforcement agency,1,145.0,221.0
2002,TN,local police department,268,8555.0,11239.0
2002,TN,sheriffs office,94,4446.0,9041.0
2002,TN,special jurisdiction,198,1318.0,1922.0
2002,TN,state law enforcement agency,2,1839.0,3653.0
2002,TX,constable/marshal,3,22.0,33.0
2002,TX,local police department,678,31208.0,41069.0
2002,TX,sheriffs office,254,11502.0,25547.0
2002,TX,special jurisdiction,108,2356.0,3981.0
2002,TX,state law enforcement agency,1,3031.0,7480.0
2002,UT,local police department,111,2711.0,4183.0
2002,UT,sheriffs office,28,1279.0,1925.0
2002,UT,special jurisdiction,16,316.0,425.0
2002,UT,state law enforcement agency,1,427.0,458.0
2002,VA,federal,1,0.0,0.0
2002,VA,local police department,174,9964.0,12823.0
2002,VA,sheriffs office,95,4249.0,5346.0
2002,VA,special jurisdiction,35,1190.0,1690.0
2002,VA,state law enforcement agency,139,1817.0,2466.0
2002,VT,local police department,55,586.0,758.0
2002,VT,sheriffs office,14,116.0,169.0
2002,VT,special jurisdiction,1,16.0,25.0
2002,VT,state law enforcement agency,15,295.0,474.0
2002,WA,local police department,232,6094.0,7975.0
2002,WA,sheriffs office,39,2487.0,3510.0
2002,WA,special jurisdiction,10,237.0,289.0
2002,WA,state law enforcement agency,1,1105.0,2034.0
2002,WI,local police department,307,7730.0,9486.0
2002,WI,sheriffs office,72,4134.0,6958.0
2002,WI,special jurisdiction,18,435.0,558.0
2002,WI,state law enforcement agency,1,529.0,709.0
2002,WV,local police department,200,1391.0,1611.0
2002,WV,sheriffs office,55,857.0,1180.0
2002,WV,special jurisdiction,90,248.0,281.0
2002,WV,state law enforcement agency,122,583.0,938.0
2002,WY,local police department,52,675.0,962.0
2002,WY,sheriffs office,23,404.0,719.0
2002,WY,special jurisdiction,3,19.0,28.0
2002,WY,state law enforcement agency,1,172.0,320.0
2003,AK,local police department,38,750.0,1199.0
2003,AK,special jurisdiction,4,102.0,113.0
2003,AK,state law enforcement agency,2,322.0,544.0
2003,AL,local police department,333,6945.0,9229.0
2003,AL,sheriffs office,67,2379.0,4496.0
2003,AL,special jurisdiction,29,498.0,708.0
2003,AL,state law enforcement agency,1,655.0,1294.0
2003,AR,local police department,162,3369.0,4424.0
2003,AR,sheriffs office,75,1648.0,3142.0
2003,AR,special jurisdiction,10,183.0,229.0
2003,AR,state law enforcement agency,1,583.0,895.0
2003,AZ,local police department,85,7940.0,11184.0
2003,AZ,sheriffs office,15,1910.0,5602.0
2003,AZ,special jurisdiction,11,201.0,318.0
2003,AZ,state law enforcement agency,1,1095.0,1971.0
2003,CA,constable/marshal,1,272.0,421.0
2003,CA,federal,1,0.0,0.0
2003,CA,local police department,479,39408.0,55550.0
2003,CA,sheriffs office,58,27448.0,47285.0
2003,CA,special jurisdiction,227,2905.0,4007.0
2003,CA,state law enforcement agency,100,7512.0,10530.0
2003,CO,constable/marshal,3,5.0,9.0
2003,CO,local police department,189,6398.0,8709.0
2003,CO,sheriffs office,63,4218.0,6574.0
2003,CO,special jurisdiction,25,190.0,323.0
2003,CO,state law enforcement agency,3,675.0,931.0
2003,CT,local police department,109,6438.0,7656.0
2003,CT,special jurisdiction,9,261.0,331.0
2003,CT,state law enforcement agency,1,1186.0,1652.0
2003,DC,federal,1,29.0,30.0
2003,DC,local police department,1,3515.0,4182.0
2003,DC,special jurisdiction,1,365.0,491.0
2003,DE,local police department,44,1046.0,1421.0
2003,DE,sheriffs office,2,0.0,0.0
2003,DE,special jurisdiction,19,557.0,826.0
2003,DE,state law enforcement agency,4,1225.0,1659.0
2003,FL,constable/marshal,2,0.0,0.0
2003,FL,local police department,364,22002.0,30975.0
2003,FL,sheriffs office,67,16774.0,32658.0
2003,FL,special jurisdiction,480,2085.0,2838.0
2003,FL,state law enforcement agency,162,2523.0,3832.0
2003,GA,constable/marshal,11,455.0,597.0
2003,GA,local police department,432,12269.0,15392.0
2003,GA,sheriffs office,159,9222.0,13980.0
2003,GA,special jurisdiction,112,11895.0,18236.0
2003,GA,state law enforcement agency,50,1491.0,2200.0
2003,HI,local police department,13,3237.0,4104.0
2003,HI,special jurisdiction,1,0.0,0.0
2003,IA,local police department,146,2844.0,3490.0
2003,IA,sheriffs office,100,1538.0,3092.0
2003,IA,special jurisdiction,4,97.0,131.0
2003,IA,state law enforcement agency,1,585.0,852.0
2003,ID,local police department,84,1346.0,1732.0
2003,ID,sheriffs office,44,910.0,1567.0
2003,ID,special jurisdiction,7,58.0,69.0
2003,ID,state law enforcement agency,7,376.0,504.0
2003,IL,local police department,715,27788.0,32993.0
2003,IL,sheriffs office,104,5735.0,12460.0
2003,IL,special jurisdiction,85,1145.0,1482.0
2003,IL,state law enforcement agency,42,2046.0,3529.0
2003,IN,local police department,165,7112.0,9494.0
2003,IN,sheriffs office,92,2873.0,6815.0
2003,IN,special jurisdiction,12,221.0,286.0
2003,IN,state law enforcement agency,93,1194.0,1870.0
2003,KS,constable/marshal,4,0.0,0.0
2003,KS,local police department,283,4066.0,5216.0
2003,KS,sheriffs office,105,1965.0,3561.0
2003,KS,special jurisdiction,25,641.0,917.0
2003,KS,state law enforcement agency,1,526.0,799.0
2003,KY,constable/marshal,8,8.0,8.0
2003,KY,federal,1,11.0,12.0
2003,KY,local police department,288,5911.0,7341.0
2003,KY,sheriffs office,120,1555.0,1892.0
2003,KY,special jurisdiction,23,815.0,971.0
2003,KY,state law enforcement agency,122,1127.0,1928.0
2003,LA,local police department,171,6206.0,7696.0
2003,LA,sheriffs office,64,9653.0,12496.0
2003,LA,special jurisdiction,21,437.0,527.0
2003,LA,state law enforcement agency,1,1012.0,1671.0
2003,MA,local police department,336,13385.0,15915.0
2003,MA,sheriffs office,14,32.0,34.0
2003,MA,special jurisdiction,74,848.0,1099.0
2003,MA,state law enforcement agency,16,2274.0,2692.0
2003,MD,local police department,105,9998.0,12156.0
2003,MD,sheriffs office,24,1862.0,2609.0
2003,MD,special jurisdiction,29,1799.0,2862.0
2003,MD,state law enforcement agency,26,1664.0,2457.0
2003,ME,local police department,131,1616.0,2074.0
2003,ME,sheriffs office,16,289.0,390.0
2003,ME,special jurisdiction,21,44.0,68.0
2003,ME,state law enforcement agency,33,323.0,466.0
2003,MI,local police department,595,13587.0,16278.0
2003,MI,sheriffs office,83,4806.0,8340.0
2003,MI,special jurisdiction,35,597.0,814.0
2003,MI,state law enforcement agency,84,4018.0,5887.0
2003,MN,local police department,250,5138.0,6399.0
2003,MN,sheriffs office,87,2374.0,5136.0
2003,MN,special jurisdiction,4,141.0,209.0
2003,MN,state law enforcement agency,13,949.0,1284.0
2003,MO,constable/marshal,1,1.0,1.0
2003,MO,local police department,488,9697.0,12766.0
2003,MO,sheriffs office,114,2502.0,3941.0
2003,MO,special jurisdiction,20,338.0,450.0
2003,MO,state law enforcement agency,1,1047.0,2162.0
2003,MS,local police department,133,3403.0,4527.0
2003,MS,sheriffs office,82,1733.0,3573.0
2003,MS,special jurisdiction,9,230.0,297.0
2003,MS,state law enforcement agency,1,511.0,813.0
2003,MT,local police department,61,739.0,946.0
2003,MT,sheriffs office,58,715.0,1648.0
2003,MT,special jurisdiction,3,43.0,61.0
2003,MT,state law enforcement agency,1,206.0,270.0
2003,NC,local police department,403,11179.0,14366.0
2003,NC,sheriffs office,100,6301.0,10894.0
2003,NC,special jurisdiction,186,1408.0,2060.0
2003,NC,state law enforcement agency,101,2894.0,3656.0
2003,ND,local police department,61,614.0,748.0
2003,ND,sheriffs office,53,411.0,634.0
2003,ND,special jurisdiction,3,24.0,30.0
2003,ND,state law enforcement agency,1,131.0,188.0
2003,NE,local police department,134,2026.0,2525.0
2003,NE,sheriffs office,93,930.0,1562.0
2003,NE,special jurisdiction,6,58.0,102.0
2003,NE,state law enforcement agency,91,516.0,714.0
2003,NH,local police department,219,2055.0,2632.0
2003,NH,sheriffs office,10,117.0,204.0
2003,NH,special jurisdiction,2,39.0,65.0
2003,NH,state law enforcement agency,19,283.0,401.0
2003,NJ,local police department,515,21928.0,26325.0
2003,NJ,sheriffs office,21,3981.0,5118.0
2003,NJ,special jurisdiction,41,3174.0,5072.0
2003,NJ,state law enforcement agency,43,2682.0,4000.0
2003,NM,local police department,82,2480.0,3499.0
2003,NM,sheriffs office,33,1039.0,1327.0
2003,NM,special jurisdiction,5,61.0,95.0
2003,NM,state law enforcement agency,1,578.0,728.0
2003,NV,local police department,18,3092.0,5561.0
2003,NV,sheriffs office,16,1006.0,1469.0
2003,NV,special jurisdiction,5,232.0,279.0
2003,NV,state law enforcement agency,1,378.0,567.0
2003,NY,constable/marshal,2,0.0,0.0
2003,NY,federal,1,4.0,8.0
2003,NY,local police department,610,46907.0,64073.0
2003,NY,sheriffs office,60,3159.0,4129.0
2003,NY,special jurisdiction,242,2284.0,2693.0
2003,NY,state law enforcement agency,154,4449.0,5403.0
2003,OH,local police department,555,16382.0,20429.0
2003,OH,sheriffs office,88,5588.0,10842.0
2003,OH,special jurisdiction,28,656.0,890.0
2003,OH,state law enforcement agency,1,1486.0,2600.0
2003,OK,local police department,271,4899.0,6351.0
2003,OK,sheriffs office,77,1202.0,2529.0
2003,OK,special jurisdiction,21,259.0,358.0
2003,OK,state law enforcement agency,1,832.0,1410.0
2003,OR,local police department,172,3522.0,4699.0
2003,OR,sheriffs office,36,1308.0,1797.0
2003,OR,special jurisdiction,36,60.0,79.0
2003,OR,state law enforcement agency,37,699.0,1072.0
2003,PA,local police department,1195,19498.0,22048.0
2003,PA,sheriffs office,67,625.0,769.0
2003,PA,special jurisdiction,192,1620.0,2149.0
2003,PA,state law enforcement agency,71,4723.0,6373.0
2003,RI,local police department,42,2225.0,2760.0
2003,RI,sheriffs office,2,0.0,0.0
2003,RI,special jurisdiction,4,89.0,149.0
2003,RI,state law enforcement agency,8,201.0,244.0
2003,SC,local police department,224,4799.0,6007.0
2003,SC,sheriffs office,46,3796.0,5799.0
2003,SC,special jurisdiction,178,865.0,1191.0
2003,SC,state law enforcement agency,47,1672.0,2114.0
2003,SD,local police department,89,754.0,931.0
2003,SD,sheriffs office,67,401.0,891.0
2003,SD,special jurisdiction,2,12.0,17.0
2003,SD,state law enforcement agency,1,147.0,224.0
2003,TN,local police department,269,8562.0,10947.0
2003,TN,sheriffs office,94,4718.0,9146.0
2003,TN,special jurisdiction,199,1245.0,1866.0
2003,TN,state law enforcement agency,2,1858.0,3629.0
2003,TX,constable/marshal,3,22.0,34.0
2003,TX,local police department,685,31555.0,41028.0
2003,TX,sheriffs office,254,11747.0,26470.0
2003,TX,special jurisdiction,110,2411.0,4146.0
2003,TX,state law enforcement agency,1,3130.0,7298.0
2003,UT,constable/marshal,1,2.0,2.0
2003,UT,local police department,111,2760.0,4316.0
2003,UT,sheriffs office,28,1313.0,1993.0
2003,UT,special jurisdiction,17,234.0,404.0
2003,UT,state law enforcement agency,1,430.0,467.0
2003,VA,federal,1,0.0,0.0
2003,VA,local police department,174,10198.0,13125.0
2003,VA,sheriffs office,95,4310.0,5397.0
2003,VA,special jurisdiction,35,1186.0,1724.0
2003,VA,state law enforcement agency,139,1789.0,2441.0
2003,VT,local police department,55,594.0,766.0
2003,VT,sheriffs office,14,128.0,179.0
2003,VT,special jurisdiction,1,16.0,25.0
2003,VT,state law enforcement agency,15,299.0,435.0
2003,WA,local police department,234,6227.0,8140.0
2003,WA,sheriffs office,39,2422.0,3527.0
2003,WA,special jurisdiction,10,228.0,284.0
2003,WA,state law enforcement agency,1,1081.0,2192.0
2003,WI,local police department,308,7750.0,9510.0
2003,WI,sheriffs office,72,4305.0,7250.0
2003,WI,special jurisdiction,18,434.0,558.0
2003,WI,state law enforcement agency,1,529.0,709.0
2003,WV,local police department,202,1414.0,1631.0
2003,WV,sheriffs office,55,907.0,1210.0
2003,WV,special jurisdiction,121,242.0,270.0
2003,WV,state law enforcement agency,126,658.0,1017.0
2003,WY,local police department,52,681.0,943.0
2003,WY,sheriffs office,23,471.0,843.0
2003,WY,special jurisdiction,3,19.0,29.0
2003,WY,state law enforcement agency,1,181.0,335.0
2004,AK,local police department,38,789.0,1244.0
2004,AK,special jurisdiction,5,110.0,130.0
2004,AK,state law enforcement agency,2,353.0,566.0
2004,AL,local police department,335,7069.0,9359.0
