year,state_abb,agency_type,agencies,officers,total_staff
1975,ID,local police department,52,748.0,892.0
1975,ID,sheriffs office,44,607.0,693.0
1975,ID,state law enforcement agency,1,187.0,197.0
1975,IL,local police department,563,22157.0,25916.0
1975,IL,sheriffs office,103,2562.0,3162.0
1975,IL,special jurisdiction,34,489.0,551.0
1975,IL,state law enforcement agency,1,0.0,0.0
1975,IN,local police department,143,5471.0,6547.0
1975,IN,sheriffs office,92,1716.0,2105.0
1975,IN,special jurisdiction,5,141.0,172.0
1975,IN,state law enforcement agency,93,0.0,0.0
1975,KS,local police department,115,2480.0,3143.0
1975,KS,sheriffs office,104,901.0,1169.0
1975,KS,special jurisdiction,4,55.0,67.0
1975,KS,state law enforcement agency,1,0.0,0.0
1975,KY,local police department,199,3323.0,4074.0
1975,KY,sheriffs office,120,860.0,1032.0
1975,KY,special jurisdiction,4,95.0,121.0
1975,KY,state law enforcement agency,121,0.0,0.0
1975,LA,local police department,98,4059.0,4728.0
1975,LA,sheriffs office,64,3625.0,3912.0
1975,LA,special jurisdiction,3,0.0,0.0
1975,LA,state law enforcement agency,1,0.0,0.0
1975,MA,local police department,248,12348.0,13628.0
1975,MA,sheriffs office,14,0.0,0.0
1975,MA,special jurisdiction,1,0.0,0.0
1975,MA,state law enforcement agency,15,0.0,0.0
1975,MD,local police department,82,7697.0,9168.0
1975,MD,sheriffs office,23,3501.0,4213.0
1975,MD,special jurisdiction,6,62.0,70.0
1975,MD,state law enforcement agency,24,0.0,0.0
1975,ME,local police department,83,1128.0,1298.0
1975,ME,sheriffs office,16,257.0,285.0
1975,ME,special jurisdiction,3,0.0,0.0
1975,ME,state law enforcement agency,17,0.0,0.0
1975,MI,local police department,486,13609.0,15704.0
1975,MI,sheriffs office,83,3325.0,4013.0
1975,MI,special jurisdiction,12,166.0,208.0
1975,MI,state law enforcement agency,1,0.0,0.0
1975,MN,local police department,184,3697.0,4335.0
1975,MN,sheriffs office,87,1428.0,1757.0
1975,MN,special jurisdiction,2,116.0,128.0
1975,MN,state law enforcement agency,1,0.0,0.0
1975,MO,local police department,171,7026.0,8835.0
1975,MO,sheriffs office,114,1486.0,1812.0
1975,MO,special jurisdiction,2,49.0,58.0
1975,MO,state law enforcement agency,1,0.0,0.0
1975,MS,local police department,94,1954.0,2321.0
1975,MS,sheriffs office,82,586.0,701.0
1975,MS,special jurisdiction,3,41.0,50.0
1975,MS,state law enforcement agency,1,0.0,0.0
1975,MT,local police department,33,472.0,623.0
1975,MT,sheriffs office,57,514.0,697.0
1975,MT,state law enforcement agency,1,0.0,0.0
1975,NC,local police department,299,5683.0,6629.0
1975,NC,sheriffs office,100,2384.0,2771.0
1975,NC,special jurisdiction,103,0.0,0.0
1975,NC,state law enforcement agency,101,0.0,0.0
1975,ND,local police department,17,436.0,483.0
1975,ND,sheriffs office,53,297.0,318.0
1975,ND,state law enforcement agency,1,87.0,105.0
1975,NE,local police department,129,1555.0,1932.0
1975,NE,sheriffs office,93,506.0,728.0
1975,NE,special jurisdiction,1,48.0,53.0
1975,NE,state law enforcement agency,1,0.0,0.0
1975,NH,local police department,55,981.0,1115.0
1975,NH,sheriffs office,10,105.0,145.0
1975,NH,special jurisdiction,1,10.0,12.0
1975,NH,state law enforcement agency,11,0.0,0.0
1975,NJ,local police department,483,17295.0,19711.0
1975,NJ,sheriffs office,21,1960.0,2492.0
1975,NJ,special jurisdiction,2,0.0,0.0
1975,NJ,state law enforcement agency,43,0.0,0.0
1975,NM,local police department,64,1424.0,1863.0
1975,NM,sheriffs office,32,456.0,594.0
1975,NM,special jurisdiction,5,47.0,67.0
1975,NM,state law enforcement agency,1,0.0,0.0
1975,NV,local police department,16,1546.0,2059.0
1975,NV,sheriffs office,16,384.0,449.0
1975,NV,special jurisdiction,1,7.0,7.0
1975,NV,state law enforcement agency,1,0.0,0.0
1975,NY,constable/marshal,1,0.0,0.0
1975,NY,local police department,512,47119.0,53860.0
1975,NY,sheriffs office,60,5249.0,5842.0
1975,NY,special jurisdiction,78,153.0,213.0
1975,NY,state law enforcement agency,62,0.0,0.0
1975,OH,local police department,348,12907.0,15187.0
1975,OH,sheriffs office,88,2767.0,3408.0
1975,OH,special jurisdiction,3,97.0,115.0
1975,OH,state law enforcement agency,1,0.0,0.0
1975,OK,local police department,203,3252.0,3908.0
1975,OK,sheriffs office,77,731.0,846.0
1975,OK,special jurisdiction,4,72.0,86.0
1975,OK,state law enforcement agency,1,0.0,0.0
1975,OR,local police department,135,2209.0,2805.0
1975,OR,sheriffs office,36,1420.0,1749.0
1975,OR,special jurisdiction,1,0.0,0.0
1975,OR,state law enforcement agency,37,0.0,0.0
1975,PA,local police department,965,18826.0,21024.0
1975,PA,sheriffs office,67,290.0,355.0
1975,PA,special jurisdiction,23,473.0,549.0
1975,PA,state law enforcement agency,68,0.0,0.0
1975,RI,local police department,41,1812.0,2107.0
1975,RI,sheriffs office,2,0.0,0.0
1975,RI,special jurisdiction,1,51.0,54.0
1975,RI,state law enforcement agency,7,0.0,0.0
1975,SC,local police department,206,2574.0,3084.0
1975,SC,sheriffs office,46,1362.0,1583.0
1975,SC,special jurisdiction,2,20.0,20.0
1975,SC,state law enforcement agency,47,0.0,0.0
1975,SD,local police department,29,469.0,569.0
1975,SD,sheriffs office,67,231.0,310.0
1975,SD,state law enforcement agency,1,0.0,0.0
1975,TN,local police department,121,4646.0,5556.0
1975,TN,sheriffs office,94,1364.0,1657.0
1975,TN,special jurisdiction,3,0.0,0.0
1975,TN,state law enforcement agency,1,0.0,0.0
1975,TX,local police department,366,14264.0,17751.0
1975,TX,sheriffs office,254,4111.0,4931.0
1975,TX,special jurisdiction,13,409.0,565.0
1975,TX,state law enforcement agency,1,0.0,0.0
1975,UT,local police department,44,1174.0,1562.0
1975,UT,sheriffs office,28,264.0,333.0
1975,UT,special jurisdiction,1,29.0,44.0
1975,UT,state law enforcement agency,1,0.0,0.0
1975,VA,local police department,138,5502.0,6652.0
1975,VA,sheriffs office,94,1655.0,1984.0
1975,VA,special jurisdiction,10,82.0,102.0
1975,VA,state law enforcement agency,121,0.0,0.0
1975,VT,local police department,32,363.0,436.0
1975,VT,sheriffs office,14,36.0,54.0
1975,VT,state law enforcement agency,1,0.0,0.0
1975,WA,local police department,97,3232.0,4044.0
1975,WA,sheriffs office,39,1607.0,2041.0
1975,WA,special jurisdiction,3,89.0,94.0
1975,WA,state law enforcement agency,1,0.0,0.0
1975,WI,local police department,171,6095.0,6940.0
1975,WI,sheriffs office,72,2511.0,2846.0
1975,WI,special jurisdiction,4,57.0,116.0
1975,WI,state law enforcement agency,1,0.0,0.0
1975,WV,local police department,150,1349.0,1647.0
1975,WV,sheriffs office,55,590.0,785.0
1975,WV,special jurisdiction,2,0.0,0.0
1975,WV,state law enforcement agency,56,0.0,0.0
1975,WY,local police department,23,340.0,456.0
1975,WY,sheriffs office,23,228.0,298.0
1975,WY,state law enforcement agency,1,0.0,0.0
1976,AK,local police department,18,356.0,481.0
1976,AK,state law enforcement agency,1,0.0,0.0
1976,AL,local police department,296,4210.0,5128.0
1976,AL,sheriffs office,67,1488.0,1767.0
1976,AL,special jurisdiction,3,0.0,0.0
1976,AL,state law enforcement agency,1,0.0,0.0
1976,AR,local police department,100,1732.0,2104.0
1976,AR,sheriffs office,75,741.0,852.0
1976,AR,special jurisdiction,1,0.0,0.0
1976,AR,state law enforcement agency,1,0.0,0.0
1976,AZ,local police department,55,3207.0,4101.0
1976,AZ,sheriffs office,14,1073.0,1649.0
1976,AZ,special jurisdiction,6,135.0,180.0
1976,CA,local police department,415,26717.0,35592.0
1976,CA,sheriffs office,58,14502.0,19901.0
1976,CA,special jurisdiction,24,332.0,425.0
1976,CA,state law enforcement agency,60,0.0,0.0
1976,CO,constable/marshal,1,0.0,0.0
1976,CO,local police department,98,3602.0,4572.0
1976,CO,sheriffs office,63,1485.0,1801.0
1976,CO,special jurisdiction,5,21.0,30.0
1976,CO,state law enforcement agency,1,547.0,767.0
1976,CT,local police department,100,5256.0,5906.0
1976,CT,special jurisdiction,1,0.0,0.0
1976,CT,state law enforcement agency,1,0.0,0.0
1976,DC,federal,1,0.0,0.0
1976,DC,local police department,1,4340.0,4946.0
1976,DE,local police department,40,710.0,851.0
1976,DE,sheriffs office,2,0.0,0.0
1976,DE,special jurisdiction,2,0.0,0.0
1976,DE,state law enforcement agency,4,117.0,140.0
1976,FL,local police department,290,12488.0,16462.0
1976,FL,sheriffs office,66,5516.0,7039.0
1976,FL,special jurisdiction,279,193.0,630.0
1976,FL,state law enforcement agency,69,0.0,0.0
1976,GA,constable/marshal,3,120.0,143.0
1976,GA,local police department,145,5827.0,6923.0
1976,GA,sheriffs office,159,2697.0,3152.0
1976,GA,special jurisdiction,2,49.0,49.0
1976,GA,state law enforcement agency,1,0.0,0.0
1976,HI,local police department,13,2283.0,2704.0
1976,HI,special jurisdiction,1,0.0,0.0
1976,IA,local police department,118,2327.0,2894.0
1976,IA,sheriffs office,100,880.0,1178.0
1976,IA,state law enforcement agency,1,0.0,0.0
1976,ID,local police department,60,780.0,922.0
1976,ID,sheriffs office,44,640.0,713.0
1976,ID,state law enforcement agency,1,187.0,197.0
1976,IL,local police department,576,22270.0,26196.0
1976,IL,sheriffs office,103,2595.0,3297.0
1976,IL,special jurisdiction,35,489.0,551.0
1976,IL,state law enforcement agency,1,0.0,0.0
1976,IN,local police department,145,5431.0,6524.0
1976,IN,sheriffs office,92,1863.0,2373.0
1976,IN,special jurisdiction,5,141.0,172.0
1976,IN,state law enforcement agency,93,0.0,0.0
1976,KS,local police department,122,2518.0,3206.0
1976,KS,sheriffs office,104,970.0,1222.0
1976,KS,special jurisdiction,4,55.0,67.0
1976,KS,state law enforcement agency,1,0.0,0.0
1976,KY,local police department,208,3322.0,4181.0
1976,KY,sheriffs office,120,872.0,1063.0
1976,KY,special jurisdiction,7,95.0,121.0
1976,KY,state law enforcement agency,121,0.0,0.0
1976,LA,local police department,104,4406.0,5286.0
1976,LA,sheriffs office,64,3856.0,4161.0
1976,LA,special jurisdiction,4,0.0,0.0
1976,LA,state law enforcement agency,1,0.0,0.0
1976,MA,local police department,253,12275.0,13642.0
1976,MA,sheriffs office,14,0.0,0.0
1976,MA,special jurisdiction,40,0.0,0.0
1976,MA,state law enforcement agency,16,0.0,0.0
1976,MD,local police department,89,7953.0,9535.0
1976,MD,sheriffs office,23,3541.0,4260.0
1976,MD,special jurisdiction,15,62.0,70.0
1976,MD,state law enforcement agency,24,0.0,0.0
1976,ME,local police department,84,1143.0,1335.0
1976,ME,sheriffs office,16,264.0,290.0
1976,ME,special jurisdiction,3,0.0,0.0
1976,ME,state law enforcement agency,17,0.0,0.0
1976,MI,local police department,487,13229.0,15360.0
1976,MI,sheriffs office,83,3347.0,4180.0
1976,MI,special jurisdiction,12,163.0,204.0
1976,MI,state law enforcement agency,1,0.0,0.0
1976,MN,local police department,187,3707.0,4345.0
1976,MN,sheriffs office,87,1497.0,1875.0
1976,MN,special jurisdiction,2,116.0,128.0
1976,MN,state law enforcement agency,1,493.0,621.0
1976,MO,local police department,172,6896.0,8702.0
1976,MO,sheriffs office,114,1513.0,1814.0
1976,MO,special jurisdiction,2,0.0,0.0
1976,MO,state law enforcement agency,1,0.0,0.0
1976,MS,local police department,94,1931.0,2337.0
1976,MS,sheriffs office,82,609.0,753.0
1976,MS,special jurisdiction,3,15.0,16.0
1976,MS,state law enforcement agency,1,0.0,0.0
1976,MT,local police department,33,479.0,630.0
1976,MT,sheriffs office,57,522.0,751.0
1976,MT,state law enforcement agency,1,0.0,0.0
1976,NC,local police department,308,5824.0,6799.0
1976,NC,sheriffs office,100,2528.0,2967.0
1976,NC,special jurisdiction,103,0.0,0.0
1976,NC,state law enforcement agency,101,0.0,0.0
1976,ND,local police department,20,438.0,498.0
1976,ND,sheriffs office,53,290.0,338.0
1976,ND,state law enforcement agency,1,87.0,105.0
1976,NE,local police department,129,1528.0,1947.0
1976,NE,sheriffs office,93,524.0,772.0
1976,NE,special jurisdiction,1,48.0,53.0
1976,NE,state law enforcement agency,1,0.0,0.0
1976,NH,local police department,56,999.0,1160.0
1976,NH,sheriffs office,10,109.0,158.0
1976,NH,special jurisdiction,1,10.0,12.0
1976,NH,state law enforcement agency,11,0.0,0.0
1976,NJ,local police department,490,17231.0,19636.0
1976,NJ,sheriffs office,21,2011.0,2551.0
1976,NJ,special jurisdiction,33,1029.0,1603.0
1976,NJ,state law enforcement agency,43,0.0,0.0
1976,NM,local police department,66,1425.0,1925.0
1976,NM,sheriffs office,32,452.0,634.0
1976,NM,special jurisdiction,5,47.0,67.0
1976,NM,state law enforcement agency,1,0.0,0.0
1976,NV,local police department,16,1538.0,2082.0
1976,NV,sheriffs office,16,403.0,459.0
1976,NV,special jurisdiction,1,7.0,7.0
1976,NV,state law enforcement agency,1,0.0,0.0
1976,NY,constable/marshal,1,0.0,0.0
1976,NY,local police department,552,43565.0,49319.0
1976,NY,sheriffs office,60,2757.0,3168.0
1976,NY,special jurisdiction,126,69.0,79.0
1976,NY,state law enforcement agency,62,0.0,0.0
1976,OH,local police department,388,12829.0,15075.0
1976,OH,sheriffs office,88,2822.0,3580.0
1976,OH,special jurisdiction,7,97.0,115.0
1976,OH,state law enforcement agency,1,0.0,0.0
1976,OK,local police department,209,3421.0,4096.0
1976,OK,sheriffs office,77,725.0,822.0
1976,OK,special jurisdiction,6,72.0,86.0
1976,OK,state law enforcement agency,1,0.0,0.0
1976,OR,local police department,140,2237.0,2792.0
1976,OR,sheriffs office,36,1468.0,1711.0
1976,OR,special jurisdiction,1,0.0,0.0
1976,OR,state law enforcement agency,37,0.0,0.0
1976,PA,local police department,993,18864.0,21049.0
1976,PA,sheriffs office,67,311.0,399.0
1976,PA,special jurisdiction,100,489.0,567.0
1976,PA,state law enforcement agency,68,0.0,0.0
1976,RI,local police department,41,1827.0,2162.0
1976,RI,sheriffs office,2,0.0,0.0
1976,RI,special jurisdiction,1,0.0,0.0
1976,RI,state law enforcement agency,7,0.0,0.0
1976,SC,local police department,209,2610.0,3136.0
1976,SC,sheriffs office,46,1470.0,1679.0
1976,SC,special jurisdiction,2,0.0,0.0
1976,SC,state law enforcement agency,47,0.0,0.0
1976,SD,local police department,29,481.0,583.0
1976,SD,sheriffs office,67,259.0,350.0
1976,SD,state law enforcement agency,1,0.0,0.0
1976,TN,local police department,136,4742.0,5642.0
1976,TN,sheriffs office,94,1465.0,1804.0
1976,TN,special jurisdiction,4,0.0,0.0
1976,TN,state law enforcement agency,1,0.0,0.0
1976,TX,constable/marshal,1,0.0,0.0
1976,TX,local police department,422,15003.0,18844.0
1976,TX,sheriffs office,254,4256.0,5280.0
1976,TX,special jurisdiction,23,381.0,510.0
1976,TX,state law enforcement agency,1,0.0,0.0
1976,UT,local police department,44,1223.0,1612.0
1976,UT,sheriffs office,28,279.0,347.0
1976,UT,special jurisdiction,1,29.0,44.0
1976,UT,state law enforcement agency,1,0.0,0.0
1976,VA,local police department,139,5868.0,7108.0
1976,VA,sheriffs office,95,1828.0,2166.0
1976,VA,special jurisdiction,11,82.0,102.0
1976,VA,state law enforcement agency,132,0.0,0.0
1976,VT,local police department,32,364.0,446.0
1976,VT,sheriffs office,14,36.0,53.0
1976,VT,state law enforcement agency,1,0.0,0.0
1976,WA,local police department,105,3241.0,4084.0
1976,WA,sheriffs office,39,1640.0,2090.0
1976,WA,special jurisdiction,3,89.0,94.0
1976,WA,state law enforcement agency,1,0.0,0.0
1976,WI,local police department,178,6057.0,6949.0
1976,WI,sheriffs office,72,2609.0,2941.0
1976,WI,special jurisdiction,6,0.0,0.0
1976,WI,state law enforcement agency,1,0.0,0.0
1976,WV,local police department,162,1357.0,1674.0
1976,WV,sheriffs office,55,595.0,768.0
1976,WV,special jurisdiction,2,0.0,0.0
1976,WV,state law enforcement agency,56,0.0,0.0
1976,WY,local police department,23,352.0,485.0
1976,WY,sheriffs office,23,248.0,317.0
1976,WY,state law enforcement agency,1,0.0,0.0
1977,AK,local police department,18,410.0,544.0
1977,AK,state law enforcement agency,1,0.0,0.0
1977,AL,local police department,300,4503.0,5551.0
1977,AL,sheriffs office,67,1385.0,1829.0
1977,AL,special jurisdiction,3,0.0,0.0
1977,AL,state law enforcement agency,1,0.0,0.0
1977,AR,local police department,105,1830.0,2238.0
1977,AR,sheriffs office,75,910.0,1098.0
1977,AR,special jurisdiction,1,0.0,0.0
1977,AR,state law enforcement agency,1,0.0,0.0
1977,AZ,local police department,64,3239.0,4285.0
1977,AZ,sheriffs office,14,1120.0,1908.0
1977,AZ,special jurisdiction,6,135.0,180.0
1977,CA,local police department,418,27164.0,36668.0
1977,CA,sheriffs office,58,15532.0,21419.0
1977,CA,special jurisdiction,33,451.0,579.0
1977,CA,state law enforcement agency,60,5130.0,6930.0
1977,CO,constable/marshal,2,3.0,7.0
1977,CO,local police department,127,3684.0,4701.0
1977,CO,sheriffs office,63,1528.0,1832.0
1977,CO,special jurisdiction,7,21.0,30.0
1977,CO,state law enforcement agency,1,547.0,767.0
1977,CT,local police department,105,5302.0,6051.0
1977,CT,special jurisdiction,2,0.0,0.0
1977,CT,state law enforcement agency,1,0.0,0.0
1977,DC,federal,1,0.0,0.0
1977,DC,local police department,1,4166.0,4751.0
1977,DE,local police department,40,714.0,878.0
1977,DE,sheriffs office,2,0.0,0.0
1977,DE,special jurisdiction,2,0.0,0.0
1977,DE,state law enforcement agency,4,117.0,140.0
1977,FL,local police department,295,12464.0,16697.0
1977,FL,sheriffs office,66,5010.0,7261.0
1977,FL,special jurisdiction,279,193.0,630.0
1977,FL,state law enforcement agency,69,0.0,0.0
1977,GA,constable/marshal,3,128.0,153.0
1977,GA,local police department,223,6234.0,7558.0
1977,GA,sheriffs office,159,2892.0,3405.0
1977,GA,special jurisdiction,8,80.0,81.0
1977,GA,state law enforcement agency,1,0.0,0.0
1977,HI,local police department,13,2257.0,2685.0
1977,HI,special jurisdiction,1,0.0,0.0
1977,IA,local police department,122,2332.0,2908.0
1977,IA,sheriffs office,100,947.0,1331.0
1977,IA,special jurisdiction,1,0.0,0.0
1977,IA,state law enforcement agency,1,0.0,0.0
1977,ID,local police department,64,799.0,971.0
1977,ID,sheriffs office,44,687.0,831.0
1977,ID,state law enforcement agency,1,0.0,0.0
1977,IL,local police department,591,22840.0,26829.0
1977,IL,sheriffs office,103,2784.0,3438.0
1977,IL,special jurisdiction,37,489.0,551.0
1977,IL,state law enforcement agency,1,0.0,0.0
1977,IN,local police department,146,5461.0,6605.0
1977,IN,sheriffs office,92,1953.0,2637.0
1977,IN,special jurisdiction,5,141.0,172.0
1977,IN,state law enforcement agency,93,0.0,0.0
1977,KS,local police department,123,2548.0,3263.0
1977,KS,sheriffs office,104,1037.0,1335.0
1977,KS,special jurisdiction,5,93.0,113.0
1977,KS,state law enforcement agency,1,0.0,0.0
1977,KY,local police department,212,3401.0,4165.0
1977,KY,sheriffs office,120,668.0,785.0
1977,KY,special jurisdiction,8,95.0,121.0
1977,KY,state law enforcement agency,121,0.0,0.0
1977,LA,local police department,104,4577.0,5406.0
1977,LA,sheriffs office,64,4030.0,4321.0
1977,LA,special jurisdiction,4,0.0,0.0
1977,LA,state law enforcement agency,1,0.0,0.0
1977,MA,local police department,318,12510.0,13862.0
1977,MA,sheriffs office,14,0.0,0.0
1977,MA,special jurisdiction,40,0.0,0.0
1977,MA,state law enforcement agency,16,0.0,0.0
1977,MD,local police department,96,7907.0,9545.0
1977,MD,sheriffs office,24,994.0,1145.0
1977,MD,special jurisdiction,20,669.0,806.0
1977,MD,state law enforcement agency,25,0.0,0.0
1977,ME,local police department,95,1179.0,1407.0
1977,ME,sheriffs office,16,326.0,381.0
1977,ME,special jurisdiction,3,0.0,0.0
1977,ME,state law enforcement agency,17,0.0,0.0
1977,MI,local police department,489,14045.0,16313.0
1977,MI,sheriffs office,83,3845.0,4719.0
1977,MI,special jurisdiction,13,126.0,168.0
1977,MI,state law enforcement agency,1,0.0,0.0
1977,MN,local police department,187,3811.0,4509.0
1977,MN,sheriffs office,87,1512.0,1921.0
1977,MN,special jurisdiction,2,114.0,127.0
1977,MN,state law enforcement agency,1,493.0,621.0
1977,MO,local police department,176,7062.0,8988.0
1977,MO,sheriffs office,114,1663.0,1984.0
1977,MO,special jurisdiction,3,42.0,51.0
1977,MO,state law enforcement agency,1,782.0,1663.0
1977,MS,local police department,95,1972.0,2357.0
1977,MS,sheriffs office,82,722.0,877.0
1977,MS,special jurisdiction,3,18.0,21.0
1977,MS,state law enforcement agency,1,0.0,0.0
1977,MT,local police department,33,493.0,631.0
1977,MT,sheriffs office,57,590.0,857.0
1977,MT,state law enforcement agency,1,220.0,305.0
1977,NC,local police department,318,6084.0,7135.0
1977,NC,sheriffs office,100,2733.0,3254.0
1977,NC,special jurisdiction,106,82.0,116.0
1977,NC,state law enforcement agency,101,0.0,0.0
1977,ND,local police department,25,459.0,538.0
1977,ND,sheriffs office,53,310.0,351.0
1977,ND,state law enforcement agency,1,87.0,105.0
1977,NE,local police department,130,1523.0,1927.0
1977,NE,sheriffs office,93,544.0,823.0
1977,NE,special jurisdiction,1,36.0,43.0
1977,NE,state law enforcement agency,1,397.0,511.0
1977,NH,local police department,194,1133.0,1305.0
1977,NH,sheriffs office,10,116.0,163.0
1977,NH,special jurisdiction,1,15.0,16.0
1977,NH,state law enforcement agency,11,0.0,0.0
1977,NJ,local police department,494,17473.0,20206.0
1977,NJ,sheriffs office,21,2110.0,2629.0
1977,NJ,special jurisdiction,37,1482.0,2216.0
1977,NJ,state law enforcement agency,43,0.0,0.0
1977,NM,local police department,67,1472.0,2018.0
1977,NM,sheriffs office,32,492.0,685.0
1977,NM,special jurisdiction,5,45.0,72.0
1977,NM,state law enforcement agency,1,0.0,0.0
1977,NV,local police department,16,1557.0,2129.0
1977,NV,sheriffs office,16,431.0,504.0
1977,NV,special jurisdiction,1,11.0,12.0
1977,NV,state law enforcement agency,1,0.0,0.0
1977,NY,constable/marshal,1,0.0,0.0
1977,NY,local police department,565,42625.0,49542.0
1977,NY,sheriffs office,60,3162.0,3619.0
1977,NY,special jurisdiction,167,288.0,314.0
1977,NY,state law enforcement agency,143,0.0,0.0
1977,OH,local police department,409,13633.0,16193.0
1977,OH,sheriffs office,88,3763.0,4346.0
1977,OH,special jurisdiction,8,105.0,123.0
1977,OH,state law enforcement agency,1,0.0,0.0
1977,OK,local police department,214,3551.0,4389.0
1977,OK,sheriffs office,77,786.0,926.0
1977,OK,special jurisdiction,6,72.0,86.0
1977,OK,state law enforcement agency,1,0.0,0.0
1977,OR,local police department,146,2259.0,3015.0
1977,OR,sheriffs office,36,1277.0,1849.0
1977,OR,special jurisdiction,1,0.0,0.0
1977,OR,state law enforcement agency,37,0.0,0.0
1977,PA,local police department,1008,19112.0,21605.0
1977,PA,sheriffs office,67,338.0,461.0
1977,PA,special jurisdiction,100,589.0,696.0
1977,PA,state law enforcement agency,68,0.0,0.0
1977,RI,local police department,41,1808.0,2164.0
1977,RI,sheriffs office,2,0.0,0.0
1977,RI,special jurisdiction,2,67.0,76.0
1977,RI,state law enforcement agency,7,0.0,0.0
1977,SC,local police department,212,2632.0,3255.0
1977,SC,sheriffs office,46,1566.0,1803.0
1977,SC,special jurisdiction,4,11.0,14.0
1977,SC,state law enforcement agency,47,0.0,0.0
1977,SD,local police department,30,498.0,602.0
1977,SD,sheriffs office,67,278.0,391.0
1977,SD,state law enforcement agency,1,0.0,0.0
1977,TN,local police department,145,4766.0,5775.0
1977,TN,sheriffs office,94,1533.0,1842.0
1977,TN,special jurisdiction,5,0.0,0.0
1977,TN,state law enforcement agency,1,0.0,0.0
1977,TX,constable/marshal,1,0.0,0.0
1977,TX,local police department,441,15630.0,19971.0
1977,TX,sheriffs office,254,4545.0,5758.0
1977,TX,special jurisdiction,24,381.0,510.0
1977,TX,state law enforcement agency,1,0.0,0.0
1977,UT,local police department,44,1263.0,1683.0
1977,UT,sheriffs office,28,309.0,395.0
1977,UT,special jurisdiction,1,29.0,44.0
1977,UT,state law enforcement agency,1,0.0,0.0
1977,VA,local police department,139,5945.0,7226.0
1977,VA,sheriffs office,95,1875.0,2293.0
1977,VA,special jurisdiction,13,92.0,112.0
1977,VA,state law enforcement agency,133,0.0,0.0
1977,VT,local police department,32,390.0,470.0
1977,VT,sheriffs office,14,38.0,55.0
1977,VT,state law enforcement agency,1,0.0,0.0
1977,WA,local police department,107,3278.0,4148.0
1977,WA,sheriffs office,39,1677.0,2172.0
1977,WA,special jurisdiction,3,89.0,94.0
1977,WA,state law enforcement agency,1,0.0,0.0
1977,WI,local police department,181,6074.0,7013.0
1977,WI,sheriffs office,72,2565.0,2980.0
1977,WI,special jurisdiction,9,0.0,0.0
1977,WI,state law enforcement agency,1,471.0,614.0
1977,WV,local police department,165,1334.0,1608.0
1977,WV,sheriffs office,55,694.0,887.0
1977,WV,special jurisdiction,2,0.0,0.0
1977,WV,state law enforcement agency,56,4.0,5.0
1977,WY,local police department,30,433.0,603.0
1977,WY,sheriffs office,23,274.0,351.0
1977,WY,special jurisdiction,1,0.0,0.0
1977,WY,state law enforcement agency,1,0.0,0.0
1978,AK,local police department,23,523.0,715.0
1978,AK,state law enforcement agency,1,0.0,0.0
1978,AL,local police department,302,4593.0,5743.0
1978,AL,sheriffs office,67,1391.0,1878.0
1978,AL,special jurisdiction,3,0.0,0.0
1978,AL,state law enforcement agency,1,0.0,0.0
1978,AR,local police department,117,1893.0,2326.0
1978,AR,sheriffs office,75,957.0,1176.0
1978,AR,special jurisdiction,1,0.0,0.0
1978,AR,state law enforcement agency,1,0.0,0.0
1978,AZ,local police department,68,3341.0,4534.0
1978,AZ,sheriffs office,14,1148.0,1972.0
1978,AZ,special jurisdiction,7,135.0,180.0
1978,CA,local police department,421,26995.0,35892.0
1978,CA,sheriffs office,58,15404.0,21232.0
1978,CA,special jurisdiction,33,451.0,579.0
1978,CA,state law enforcement agency,77,5158.0,6978.0
1978,CO,constable/marshal,3,2.0,6.0
1978,CO,local police department,149,3828.0,4903.0
1978,CO,sheriffs office,63,1610.0,1975.0
1978,CO,special jurisdiction,10,26.0,36.0
1978,CO,state law enforcement agency,2,547.0,767.0
1978,CT,local police department,105,5381.0,6161.0
1978,CT,special jurisdiction,2,34.0,36.0
1978,CT,state law enforcement agency,1,0.0,0.0
1978,DC,federal,1,0.0,0.0
1978,DC,local police department,1,4078.0,4651.0
1978,DE,local police department,41,711.0,879.0
1978,DE,sheriffs office,2,0.0,0.0
1978,DE,special jurisdiction,8,24.0,26.0
1978,DE,state law enforcement agency,4,117.0,140.0
1978,FL,local police department,297,12422.0,16993.0
1978,FL,sheriffs office,66,5737.0,8607.0
1978,FL,special jurisdiction,280,193.0,630.0
1978,FL,state law enforcement agency,69,0.0,0.0
1978,GA,constable/marshal,3,133.0,159.0
1978,GA,local police department,315,6640.0,8030.0
1978,GA,sheriffs office,159,2839.0,3453.0
1978,GA,special jurisdiction,22,89.0,91.0
1978,GA,state law enforcement agency,1,0.0,0.0
1978,HI,local police department,13,2245.0,2698.0
1978,HI,special jurisdiction,1,0.0,0.0
1978,IA,local police department,122,2413.0,2997.0
1978,IA,sheriffs office,100,968.0,1402.0
1978,IA,special jurisdiction,2,0.0,0.0
1978,IA,state law enforcement agency,1,0.0,0.0
1978,ID,local police department,65,862.0,1020.0
1978,ID,sheriffs office,44,731.0,849.0
1978,ID,state law enforcement agency,1,192.0,200.0
1978,IL,local police department,600,22697.0,26474.0
1978,IL,sheriffs office,103,2883.0,3730.0
1978,IL,special jurisdiction,38,498.0,561.0
1978,IL,state law enforcement agency,1,0.0,0.0
1978,IN,local police department,146,5409.0,6558.0
1978,IN,sheriffs office,92,1963.0,2631.0
